deviceid,h_id,h_id_val,h_start,h_location,_h_location_latitude,_h_location_longitude,_h_location_altitude,_h_location_precision,h_gps_device,h_gps_device_id,h_gps_device_wp,h_gps_device_lat,h_gps_device_lon,h_neighborhood,h_home_type,h_population,h_c,h_s,h_s_a,h_s_a_other,h_s_c,h_s_c_other,h_s_additional_info,h_d,h_d_a,h_d_a_other,h_d_c,h_d_c_other,h_d_additional_info,h_f,h_f_a,h_f_a_other,h_f_c,h_f_c_other,h_f_additional_info,h_m,h_m_a_prim,h_m_a_prim_other,h_m_a_prim_num,h_m_a_prim_num_other,h_m_a_sec,h_m_a_sec_other,h_m_a_sec_num,h_m_a_sec_num_other,h_m_c_prim,h_m_c_prim_other,h_m_c_prim_num,h_m_c_prim_num_other,h_m_c_sec,h_m_c_sec_other,h_m_c_sec_num,h_m_c_sec_num_other,h_m_additional_info,h_t,h_t_f,h_t_f_other,h_t_additional_info,h_p,h_p_a,h_p_a_other,h_p_c,h_p_c_other,h_p_additional_info,h_th,h_th_a,h_th_a_other,h_tu_a,h_tu_a_other,h_tw_a,h_tw_a_other,h_tf_a,h_tf_a_other,h_ts_a,h_ts_a_other,h_latrine_type,h_latrine_type_other,h_th_additional_info,h_pd,h_pd_a,h_pd_a/1,h_pd_a/2,h_pd_a/3,h_pd_a/4,h_pd_a/5,h_pd_a/6,h_pd_a/7,h_pd_a_other,h_pd_additional_info,h_end,h_enum,h_notes,meta/instanceID,_id,_uuid,_submission_time,_index,_parent_table_name,_parent_index
3.59125E+14,2052,2052,2016-10-05T15:35:00.000+07,13.37680091 103.85512729 -3.0 5.0,13.37680091,103.8551273,-3,5,0,,,,,2,1,5,1,,2,,2,,,,4,,4,,Not open drains,,2,,2,,,,3,,1,,5,N/a,6,N/a,3,,1,,5,N/a,6,N/a,,,0,,,,3,,3,,"Cucumber,latuce ,egg plant",,1,,1,,1,,0,,3,,5,,,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"Vs,Us",,uuid:47f61212-8ad5-46bd-bea3-192b6588bbfa,1275,47f61212-8ad5-46bd-bea3-192b6588bbfa,2016-10-05T10:27:46,92,,-1
3.59125E+14,2072,2072,2016-10-05T15:49:00.000+07,13.37645214 103.85669809 -3.0 5.0,13.37645214,103.8566981,-3,5,0,,,,,2,1,6,1,,3,,3,,,,4,,4,,Don't have open drains,,2,,2,,,,3,,1,,5,N/a,3,,3,,1,,5,N/a,6,N/a,Always drink bottle water 20L,,0,,Filter,,3,,3,,"Cucumber , morning glory, Latuce , egg plant",,0,,,,,,,,,,,,,,2 4,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"VS,kl",,uuid:9db7cabf-3247-4fe3-b569-90ab28d44e62,1276,9db7cabf-3247-4fe3-b569-90ab28d44e62,2016-10-05T10:27:48,93,,-1
3.59125E+14,2048,2048,2016-10-05T10:19:00.000+07,13.37709863 103.85526139 11.0 4.0,13.37709863,103.8552614,11,4,0,,,,,2,1,4,0,,3,,,,Go to swim (Baray),,6,Wastewater flow from other house,,,,,2,,,,Rainy season,,2,,1,,3,,3,,,,,,,,,,Well water treatment,,1,,Filter,,3,,,,"Cucumber, latuce, eggplant...",,1,,1,,1,,0,,3,,5,,,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"US, VS",,uuid:e0c4600f-8d4a-458d-8186-afa5caa3db6a,1277,e0c4600f-8d4a-458d-8186-afa5caa3db6a,2016-10-05T10:38:57,94,,-1
3.59125E+14,2049,2049,2016-10-05T10:31:00.000+07,13.37676873 103.85523491 15.0 13.0,13.37676873,103.8552349,15,13,0,,,,,2,1,5,0,,3,,,,Go to swim,,6,Wastewater flow from other house,,,,,4,,,,,,3,,1,,2,,3,,,,,,,,,,Well water (boil),,1,,Not working,,3,,,,"Cabac, morning glory, long bean, latuce, ....",,1,,1,,1,,0,,1,,5,,Share with other house,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"US, VS",,uuid:7c74137a-c52e-40d3-a20f-069068846f00,1279,7c74137a-c52e-40d3-a20f-069068846f00,2016-10-05T10:39:01,95,,-1
3.59125E+14,2050,2050,2016-10-05T10:41:00.000+07,13.3772992 103.855054 0.0 25.0,13.3772992,103.855054,0,25,0,,,,,2,1,3,1,,3,,4,,Go to swim,,6,Wastewater flow from other house,4,,,,2,,3,,Rainy season,,3,,1,,5,Only bottle water,4,,3,,1,,5,Only bottle water (20L),4,,Bottle water boil,,0,,,,3,,3,,"Latuce, long bean,",,0,,,,,,,,,,,,Share with other house,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"US, VS",,uuid:c85d6340-21e6-4737-a060-a5639e519b10,1280,c85d6340-21e6-4737-a060-a5639e519b10,2016-10-05T10:39:04,96,,-1
3.59125E+14,2007,2007,2016-10-06T17:10:00.000+07,13.3557884 103.8523773 0.0 23.997,13.3557884,103.8523773,0,23.997,0,,,,,2,1,5,1,,6,Rain water for bathe,6,Rain water for bathe,,,4,,4,,Not open drainage,,1,,1,,Flood area,,3,,1,,5,Rain water and well water (boil),3,,3,,1,,5,Rain water and well water (boil),3,,Bottle water (20L),,0,,,,3,,3,,"Long bean, cabac, latuce, eggplant,...",,0,,,,,,,,,,,,Share with other household,,2 4,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,US,,uuid:9c373504-c0e6-461b-a8be-b52504c8d921,1289,9c373504-c0e6-461b-a8be-b52504c8d921,2016-10-06T10:42:34,97,,-1
3.59125E+14,2009,2009,2016-10-06T17:24:00.000+07,13.3556486 103.8525132 0.0 23.959,13.3556486,103.8525132,0,23.959,0,,,,,2,1,2,0,,6,Rain water for bathe,,,,,4,,,,Not open drainage,,1,,,,Flood area,,3,,1,,5,Well and rain water (boil),3,,,,,,,,,,Bottle water (20L),,0,,,,3,,,,"Cucumber, long bean, morning glory, water mimosa, cabac....",,1,,1,,1,,0,,3,,5,,,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,US,,uuid:638ce776-888f-4bdc-8c6d-0bc5931628bb,1290,638ce776-888f-4bdc-8c6d-0bc5931628bb,2016-10-06T10:42:36,98,,-1
3.59125E+14,2006,2006,2016-10-06T17:32:00.000+07,,,,,,0,,,,,2,1,6,1,,6,Rain water for bathe,6,Rain water for bathe,,,4,,4,,Not open drainage,,1,,1,,Flood area,,3,,1,,5,Well water (boil),3,,3,,1,,5,Well water (boil),3,,Bottle water (20L),,0,,,,3,,4,,"Cucumber, water mimosa, morning glory, long bean",,0,,,,,,,,,,,,"Share with other household, go outsize",,2 3 4,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,Children use plastic bag,,US,,uuid:23e3fe32-7214-4bd7-ab38-292b34356fcb,1291,23e3fe32-7214-4bd7-ab38-292b34356fcb,2016-10-06T10:42:38,99,,-1
3.59125E+14,2085,2085,2016-10-06T10:28:00.000+07,13.3765858 103.85764186 9.0 5.0,13.3765858,103.8576419,9,5,0,,,,,2,1,3,0,,3,,,,,,4,,,,,,3,,,,,,3,,1,,5,N/a,6,N/a,,,,,,,,,Drink small bottle water vital,,0,,,,3,,,,"Cucumber, Latuce",,1,,1,,1,,1,,3,,5,,,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:d6e2b4af-3932-4e6d-8d97-1741e9f360e9,1316,d6e2b4af-3932-4e6d-8d97-1741e9f360e9,2016-10-07T11:05:02,100,,-1
3.59125E+14,2044,2044,2016-10-06T16:25:00.000+07,13.37705336 103.85262697 3.0 5.0,13.37705336,103.852627,3,5,0,,,,,2,1,6,1,,3,,3,,,,4,,4,,,,3,,3,,,,3,,1,,5,N/a,6,N/a,3,,1,,5,N/a,6,N/a,Only drink bottle water 20L,,0,,No filter,,3,,3,,"Cucumber, latuce,morning glory",,1,,1,,1,,0,,2,,5,,,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:29889383-da41-4a6f-bfcb-e8823f29d9b8,1317,29889383-da41-4a6f-bfcb-e8823f29d9b8,2016-10-07T11:05:04,101,,-1
3.59125E+14,2037,2037,2016-10-06T16:33:00.000+07,13.37706482 103.85259807 -2.0 5.0,13.37706482,103.8525981,-2,5,0,,,,,2,1,7,1,,3,,3,,,,4,,4,,,,2,,2,,,,3,,1,,5,N/a,6,N/a,3,,1,,5,N/a,6,N/a,Drink only bottle water 20L,,0,,No filter,,3,,3,,"Cucumber, Latuce,green bean germ ,egg plant",,1,,1,,1,,0,,1,,5,,"Flood wc last year , this year no flood",,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:514cb149-c285-4b36-afff-ad55c7b764e6,1318,514cb149-c285-4b36-afff-ad55c7b764e6,2016-10-07T11:05:06,102,,-1
3.59125E+14,2045,2045,2016-10-07T10:43:00.000+07,13.37716737 103.8526331 -25.0 5.0,13.37716737,103.8526331,-25,5,0,,,,,2,1,3,0,,3,,,,,,4,,,,Not open drains,,3,,,,,,2,,1,,3,,3,,,,,,,,,,"Drink bottle water 0,5L sometime",,1,,Filter,,3,,,,"Cucumber, Latuce,morning glory",,1,,1,,1,,1,,2,,5,,,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:29a554d6-3069-4df9-b76e-30185d9e10c8,1319,29a554d6-3069-4df9-b76e-30185d9e10c8,2016-10-07T11:05:08,103,,-1
3.59125E+14,2039,2039,2016-10-07T10:52:00.000+07,13.37702104 103.85242273 27.0 5.0,13.37702104,103.8524227,27,5,0,,,,,2,1,8,0,,3,,,,,,4,,,,,,3,,,,,,3,,1,,5,N/a,6,N/a,,,,,,,,,,,0,,No filter,,2,,,,"Cucumber,salad",,1,,1,,1,,1,,3,,5,,,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:460879d8-fb3c-41e2-a5d2-586b70bab25d,1320,460879d8-fb3c-41e2-a5d2-586b70bab25d,2016-10-07T11:05:11,104,,-1
3.59125E+14,2042,2042,2016-10-07T10:56:00.000+07,13.377035 103.85223615 -6.0 5.0,13.377035,103.8522362,-6,5,0,,,,,2,1,4,0,,3,,,,,,4,,,,,,3,,,,,,3,,1,,5,N/a,6,N/a,,,,,,,,,Drink only bottle water 20L,,0,,,,3,,,,"Cucumber, latuce",,1,,1,,1,,0,,3,,5,,,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:7af3b1c4-7001-4ff6-b079-be19f1783750,1321,7af3b1c4-7001-4ff6-b079-be19f1783750,2016-10-07T11:05:13,105,,-1
3.59125E+14,2040,2040,2016-10-07T16:28:00.000+07,13.3771538 103.85246185 -9.0 5.0,13.3771538,103.8524619,-9,5,0,,,,,2,1,3,1,,3,,3,,,,4,,4,,,,3,,3,,,,3,,1,,5,N/a,6,N/a,3,,1,,5,N/a,6,N/a,Drink water rain but filter or boil before drink and put the water in to bottle,,1,,Boil and filter,,3,,3,,"Cucumber, latuce",,1,,1,,1,,1,,2,,5,,,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:ae847fd8-1037-4575-ae16-5a20e8aa9bce,1322,ae847fd8-1037-4575-ae16-5a20e8aa9bce,2016-10-07T11:05:15,106,,-1
3.59125E+14,2041,2041,2016-10-07T16:38:00.000+07,13.37720568 103.85240098 1.0 5.0,13.37720568,103.852401,1,5,0,,,,,2,1,3,0,,3,,,,,,4,,,,,,3,,,,,,3,,1,,5,N/a,6,N/a,,,,,,,,,Drink only bottle water 20L,,0,,,,3,,,,"Cucumber, latuce",,0,,,,,,,,,,,,,,2 4,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"Vs ,kl",,uuid:4c76a6fe-b889-4e7d-a1ef-b48fe93a04ce,1323,4c76a6fe-b889-4e7d-a1ef-b48fe93a04ce,2016-10-07T11:05:17,107,,-1
3.59125E+14,2046,2046,2016-10-07T14:39:00.000+07,,,,,,0,,,,,2,1,5,0,,4,,,,,,4,,,,Not open drainage,,4,,,,,,3,,1,,5,Only bottle water (20L),1,,,,,,,,,,Only bottle water 20L,,0,,,,3,,,,"Morning glory, cabac, long bean, water mimosa.....",,1,,1,,1,,0,,3,,5,,,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,US,,uuid:1ca1fee3-4d98-47e8-96e3-4f4dc2954123,1325,1ca1fee3-4d98-47e8-96e3-4f4dc2954123,2016-10-07T11:33:54,108,,-1
3.59125E+14,2036,2036,2016-10-07T14:46:00.000+07,13.3406889 103.8156125 0.0 27.0,13.3406889,103.8156125,0,27,0,,,,,2,1,8,1,,2,,3,,Go to take morning glory in lake,,4,,4,,Not open drainage,,3,,3,,When have big rain,,3,,1,,5,Rain water and well water (boil),3,,3,,1,,5,Rain water and well water (boil),3,,Bottle water 20L,,0,,,,3,,3,,"Morning glory, cabac, water mimosa....",,1,,1,,1,,0,,3,,5,,Use only one family.,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,US,,uuid:2f593988-1620-4fd4-b5e4-c61435036a50,1326,2f593988-1620-4fd4-b5e4-c61435036a50,2016-10-07T11:33:57,109,,-1
3.59125E+14,2035,2035,2016-10-07T14:55:00.000+07,13.3406889 103.8156125 0.0 27.0,13.3406889,103.8156125,0,27,0,,,,,2,1,4,1,,6,Rain water for bathe,6,Rain water for bathe,,,4,,4,,,,3,,3,,When have big rain,,3,,1,,5,Rain water (boil),3,,3,,1,,5,Rain water (boil),3,,Bottle water 20L,,0,,,,3,,3,,"Long bean, great bean germ, morning glory, cabac......",,1,,1,,1,,0,,1,,5,,Share with one household,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,US,,uuid:72c6acc8-8c0e-410a-92af-b9aefbecfc65,1327,72c6acc8-8c0e-410a-92af-b9aefbecfc65,2016-10-07T11:34:00,110,,-1
3.59125E+14,2034,2034,2016-10-07T15:02:00.000+07,13.3406876 103.8156149 0.0 26.0,13.3406876,103.8156149,0,26,0,,,,,2,1,5,1,,6,Rain water for bathe,6,Rain water for bathe,,,4,,4,,,,3,,3,,When have big rain,,3,,1,,5,Rain water (boil),3,,3,,1,,5,Rain water (boil),3,,Bottle water boil 20L,,0,,,,3,,3,,"Morning glory, long bean, water mimosa,.....",,0,,,,,,,,,,,,Use together with other household,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,US,,uuid:546147d3-ac0a-4605-bbd7-c7beaf12c740,1328,546147d3-ac0a-4605-bbd7-c7beaf12c740,2016-10-07T11:34:05,111,,-1
3.59125E+14,3047,3047,2016-10-11T10:34:00.000+07,13.35358742 103.85090478 48.0 8.0,13.35358742,103.8509048,48,8,0,,,,,3,1,9,1,,3,,3,,Go to swim ( Kulen mountain water fall),,5,,3,,Walk in deep Treet water,,4,,3,,Rain water,,3,,1,,5,Only bottle water 20L,4,,3,,1,,5,Small bottle water 0.5L,3,,Only bottle water 20L,,0,,,,3,,3,,"Water mimosa, cucumber, eggplant, banana flower,...",,1,,1,,1,,0,,3,,5,,,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"US,DD",,uuid:01f45c9f-bf08-4e85-8341-df7828afc205,1347,01f45c9f-bf08-4e85-8341-df7828afc205,2016-10-12T00:35:10,112,,-1
3.59125E+14,3060,3060,2016-10-11T10:51:00.000+07,13.3535197 103.8511543 0.0 1600.0,13.3535197,103.8511543,0,1600,0,,,,,3,1,3,1,,4,,4,,,,3,,4,,,,3,,4,,Rainey season,,3,,1,,5,Only bottle water 20L,4,,3,,1,,5,Only bottle water,4,,,,0,,,,3,,3,,"Cucumber, latuce, water mimosa,.....",,1,,1,,1,,0,,1,,4,,Share other household,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"US, DD",,uuid:20c5d1f8-ccdc-4e01-9704-ed0a939eaf21,1348,20c5d1f8-ccdc-4e01-9704-ed0a939eaf21,2016-10-12T00:35:12,113,,-1
3.59125E+14,3061,3061,2016-10-11T11:02:00.000+07,13.3532077 103.8501895 0.0 36.0,13.3532077,103.8501895,0,36,0,,,,,3,1,5,1,,4,,4,,,,4,,4,,,,3,,3,,Rainy water,,3,,1,,2,,3,,3,,1,,2,,3,,Well boil,,0,,,,3,,3,,"Long bean, green bean germ, banana flower, cucumber....",,1,,1,,1,,0,,3,,5,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,"US, DD",,uuid:3f516a12-ab61-494b-8ed6-472a37a9b0b8,1349,3f516a12-ab61-494b-8ed6-472a37a9b0b8,2016-10-12T00:35:14,114,,-1
3.59125E+14,3062,3062,2016-10-11T11:24:00.000+07,13.3533308 103.8502916 0.0 51.0,13.3533308,103.8502916,0,51,0,,,,,3,1,7,1,,3,,3,,Children swim and fishing,,4,,4,,,,3,,3,,Rainy season,,5,Rain water filter,1,,3,,3,,5,Rain water filter,1,,3,,3,,Bottle water 20L,,1,,Filter,,3,,3,,"Cucumber, tomato, latuce.....",,1,,1,,1,,0,,3,,5,,,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"US, DD",,uuid:7f5976a4-455f-49a2-90ba-8906670181bc,1350,7f5976a4-455f-49a2-90ba-8906670181bc,2016-10-12T00:35:16,115,,-1
3.59125E+14,3000,3000,2016-10-11T10:33:00.000+07,13.35331473 103.85091135 18.0 5.0,13.35331473,103.8509114,18,5,0,,,,,4,1,7,1,,2,,3,,Fishing,,4,,4,,,,3,,3,,,,3,,1,,2,,3,,3,,1,,2,,3,,"First Drink bottle water 20L, second drink Well water boil.",,1,,Boiling,,3,,3,,"Cucumber, water Lyly, morning glory, morning Mimosa,",,1,,1,,1,,0,,2,,5,,,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:9695c762-4578-4df2-ac07-8f013edc2059,1367,9695c762-4578-4df2-ac07-8f013edc2059,2016-10-12T09:38:11,116,,-1
3.59125E+14,3130,3130,2016-10-11T10:43:00.000+07,13.35327584 103.85084249 6.0 5.0,13.35327584,103.8508425,6,5,0,,,,,4,1,7,1,,3,,3,,,,4,,4,,,,3,,3,,,,2,,1,,3,,3,,2,,1,,3,,3,,"First Drink Well water and drink bottle water 0,5L",,1,,Filter well water,,3,,3,,"Cucumber, morning glory, water Lyly, salad",,1,,1,,1,,0,,3,,5,,,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:b93f79a0-68e9-4ec4-a1e3-4249e597a852,1368,b93f79a0-68e9-4ec4-a1e3-4249e597a852,2016-10-12T09:38:13,117,,-1
3.59125E+14,3130B,3130B,2016-10-11T10:54:00.000+07,13.35326768 103.85086017 8.0 3.0,13.35326768,103.8508602,8,3,0,,,,,4,1,4,1,,3,,3,,,,4,,4,,,,2,,2,,,,3,,1,,5,N/a,6,N/a,3,,1,,5,N/a,6,N/a,Drink only bottle water 20L,,0,,,,3,,3,,"Cucumber, morning glory, water lyly",,1,,1,,1,,0,,3,,5,,,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:b3f7b12a-729d-494e-8c91-bbbf45661e25,1369,b3f7b12a-729d-494e-8c91-bbbf45661e25,2016-10-12T09:38:15,118,,-1
3.59125E+14,3059A,3059A,2016-10-11T15:53:00.000+07,13.35364138 103.84976822 9.0 5.0,13.35364138,103.8497682,9,5,0,,,,,4,1,3,1,,3,,3,,,,4,,4,,,,3,,3,,,,3,,1,,5,N/a,6,N/a,3,,1,,5,N/a,6,N/a,Drink bottle water 20L and use Well water for clean something,,0,,,,3,,3,,"Cucumber, water Lyly, morning glory",,1,,1,,1,,0,,2,,5,,,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:b50f21e2-63e7-4970-a916-e76bf32117a6,1370,b50f21e2-63e7-4970-a916-e76bf32117a6,2016-10-12T09:38:16,119,,-1
3.59125E+14,3059B,3059B,2016-10-11T16:11:00.000+07,13.35346518 103.84965505 4.0 5.0,13.35346518,103.8496551,4,5,0,,,,,4,1,5,1,,3,,3,,,,4,,4,,,,3,,3,,,,3,,1,,5,N/a,6,N/a,3,,1,,5,N/a,6,N/a,Drink only bottle water 20L,,0,,,,3,,3,,"Cucumber, morning glory, Long Bean",,1,,1,,1,,0,,2,,5,,,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:76d43bda-81f6-4ba0-adce-c2cb770cf5a5,1371,76d43bda-81f6-4ba0-adce-c2cb770cf5a5,2016-10-12T09:38:18,120,,-1
3.59125E+14,3059C,3059C,2016-10-12T09:59:00.000+07,13.35349146 103.84966431 14.0 5.0,13.35349146,103.8496643,14,5,0,,,,,4,1,3,1,,3,,3,,,,4,,4,,Not open drains,,2,,3,,,,3,,1,,5,N/a,6,N/a,3,,1,,5,N/a,6,N/a,"Child drink bottle water only 1,5L and adults drink bottle water only 20L",,0,,No filter,,3,,3,,,,1,,1,,1,,0,,2,,5,,,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:6a86c92b-1618-4064-927d-02fe212d3ce1,1372,6a86c92b-1618-4064-927d-02fe212d3ce1,2016-10-12T09:38:19,121,,-1
3.59125E+14,3072,3072,2016-10-12T10:16:00.000+07,13.35262652 103.84879505 18.0 5.0,13.35262652,103.8487951,18,5,0,,,,,4,1,4,1,,2,,3,,Father go to fishing,,1,,1,,Drain near their house,,3,,3,,,,3,,1,,5,N/a,6,N/a,3,,1,,5,N/a,6,N/a,Drink only bottle water 20L and well water use for clean clothes,,0,,No filters,,2,,3,,"Cucumber, morning Glory, water lyly , Long been",,1,,1,,1,,0,,3,,5,,,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,"Vs,kl",,uuid:58950a69-e702-41d1-821b-c62983c769e6,1373,58950a69-e702-41d1-821b-c62983c769e6,2016-10-12T09:38:21,122,,-1
3.59125E+14,3043,3043,2016-10-12T11:04:00.000+07,13.35331221 103.84984319 -25.0 5.0,13.35331221,103.8498432,-25,5,0,,,,,3,1,14,1,,3,,3,,"Go to swim (Baray, Kulen mountain)",,4,,4,,,,3,,3,,Rainy season,,1,,1,,3,,3,,1,,1,,3,,3,,Bottle water 1.5L,,0,,,,3,,3,,"Latuce, cucumber.....",,1,,1,,1,,0,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,US,,uuid:41bd687b-1596-432e-8529-1b582dce2bd4,1383,41bd687b-1596-432e-8529-1b582dce2bd4,2016-10-13T03:22:49,123,,-1
3.59125E+14,3069,3069,2016-10-12T11:08:00.000+07,13.35329788 103.85009924 -4.0 5.0,13.35329788,103.8500992,-4,5,0,,,,,3,1,7,0,,3,,,,Go to swim (other countries),,4,,,,,,4,,,,,,3,,1,,5,Bottle water (1.5L),3,,,,,,,,,,Battle water 20L,,0,,,,3,,,,"Tomato, morning glory....",,1,,1,,1,,0,,3,,4,,,,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,US,,uuid:727a0a26-4ce7-4264-ad1c-2f68a1a6c883,1384,727a0a26-4ce7-4264-ad1c-2f68a1a6c883,2016-10-13T03:22:51,124,,-1
3.59125E+14,3068,3068,2016-10-12T11:15:00.000+07,13.3532858 103.85036154 22.0 5.0,13.3532858,103.8503615,22,5,0,,,,,3,1,5,1,,4,,4,,,,4,,4,,,,4,,4,,,,5,Water boil (bottle water 20L),1,,1,,3,,5,Water boil (bottle water 20L),1,,1,,3,,Water supply boil,,0,,,,3,,3,,"Water Lyly, cucumber, carot....",,1,,1,,1,,0,,3,,5,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,US,,uuid:8809ffb5-e74e-49cd-8077-a62b42b979e6,1385,8809ffb5-e74e-49cd-8077-a62b42b979e6,2016-10-13T03:22:53,125,,-1
3.59125E+14,3001,3001,2016-10-13T18:30:00.000+07,,,,,,0,,,,,3,1,4,1,,4,,4,,,,4,,4,,,,4,,4,,,,3,,1,,5,Rain water,3,,3,,1,,5,Rain water,3,,Bottle water 20L,,0,,,,3,,4,,"Tomato, cucumber, morning glory....",,1,,1,,1,,0,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,US,,uuid:d46263d9-a6a6-463d-acb8-8751b0d4ebdc,1408,d46263d9-a6a6-463d-acb8-8751b0d4ebdc,2016-10-13T12:09:45,126,,-1
3.59125E+14,3002,3002,2016-10-13T18:35:00.000+07,13.3406889 103.8156113 0.0 38.0,13.3406889,103.8156113,0,38,0,,,,,3,1,5,1,,4,,4,,,,3,,3,,TCS open drainage Infront of house,,2,,2,,Rainy season,,3,,1,,5,Rain water (boil),3,,3,,1,,5,Rain water (boil),3,,Bottle water 20L,,0,,,,3,,4,,"Cucumber, eggplant, latuce, carot....",,1,,1,,1,,1,,3,,4,,Latrine sometime even flood (have big rain),,1 2 4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,Defecate outside for children,,US,,uuid:4d952ac8-4132-4fb6-ae9e-97a99e124999,1409,4d952ac8-4132-4fb6-ae9e-97a99e124999,2016-10-13T12:09:51,127,,-1
3.59125E+14,3003,3003,2016-10-13T18:46:00.000+07,,,,,,0,,,,,3,1,4,1,,4,,4,,,,4,,4,,,,2,,2,,Rainy season,,3,,1,,5,Small bottle water (0.5L),3,,3,,1,,5,Small bottle water (0.5L),3,,Bottle water 20L (boil),,0,,Only bottle water directly,,3,,4,,"Lotuce, long bean, cabac, cucumber....",,1,,1,,1,,0,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,US,,uuid:1b36940e-8513-42c9-9e65-f5d32c7c15ca,1410,1b36940e-8513-42c9-9e65-f5d32c7c15ca,2016-10-13T12:10:08,128,,-1
3.59125E+14,3004,3004,2016-10-13T18:52:00.000+07,13.3407133 103.815694 0.0 24.309,13.3407133,103.815694,0,24.309,0,,,,,3,1,7,1,,3,,3,,Go to fishing and swim,,4,,4,,,,3,,3,,Rainy season,,3,,1,,5,Small bottle water (0.5L),3,,3,,1,,5,Small bottle water 0.5L,3,,Bottle water 20L,,0,,,,3,,4,,"Cucumber, carot, eggplant, latuce, cabac...",,1,,1,,1,,0,,3,,4,,,,1 2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,US,,uuid:8240c288-0356-451d-999b-06fe664dbd4c,1411,8240c288-0356-451d-999b-06fe664dbd4c,2016-10-13T12:10:24,129,,-1
