"h_id_val","h_gps_device","h_gps_device_id","h_gps_device_wp","h_gps_device_lat","h_gps_device_lon","h_s_additional_info","h_d_additional_info","h_f_additional_info","h_m_a_prim","h_m_a_prim_other","h_m_a_sec","h_m_a_sec_other","h_m_a_sec_num","h_m_a_sec_num_other","h_m_c_prim","h_m_c_prim_other","h_m_c_sec","h_m_c_sec_other","h_m_c_sec_num","h_m_c_sec_num_other","h_m_additional_info","h_t_additional_info","h_p_additional_info","h_latrine_type","h_latrine_type_other","h_th_additional_info","h_pd","h_pd_additional_info","meta.instanceID","X_parent_table_name","X_parent_index","h_id_old","h_f_weekly","h_UID"
"2007",0,,,,,"","Not open drainage","Flood area",3,"",5,"Rain water and well water (boil)",3,"",3,"",5,"Rain water and well water (boil)",3,"","Bottle water (20L)","","Long bean, cabac, latuce, eggplant,...",,,"Share with other household",,"","uuid:9c373504-c0e6-461b-a8be-b52504c8d921",,-1,"2007",0,"01_1096"
"2009",0,,,,,"","Not open drainage","Flood area",3,"",5,"Well and rain water (boil)",3,"",,"",,"",,"","Bottle water (20L)","","Cucumber, long bean, morning glory, water mimosa, cabac....",5,,"",,"","uuid:638ce776-888f-4bdc-8c6d-0bc5931628bb",,-1,"2009",0,"01_1097"
"2006",0,,,,,"","Not open drainage","Flood area",3,"",5,"Well water (boil)",3,"",3,"",5,"Well water (boil)",3,"","Bottle water (20L)","","Cucumber, water mimosa, morning glory, long bean",,,"Share with other household, go outsize",,"Children use plastic bag","uuid:23e3fe32-7214-4bd7-ab38-292b34356fcb",,-1,"2006",0,"01_1098"
"2085",0,,,,,"","","",3,"",5,"N/a",6,"N/a",,"",,"",,"","Drink small bottle water vital","","Cucumber, Latuce",5,,"",,"","uuid:d6e2b4af-3932-4e6d-8d97-1741e9f360e9",,-1,"2085",0,"01_1099"
"2044",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Only drink bottle water 20L","No filter","Cucumber, latuce,morning glory",5,,"",,"","uuid:29889383-da41-4a6f-bfcb-e8823f29d9b8",,-1,"2044",0,"01_1100"
"2037",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L","No filter","Cucumber, Latuce,green bean germ ,egg plant",5,,"Flood wc last year , this year no flood",,"","uuid:514cb149-c285-4b36-afff-ad55c7b764e6",,-1,"2037",0,"01_1101"
"2045",0,,,,,"","Not open drains","",2,"",3,"",3,"",,"",,"",,"","Drink bottle water 0,5L sometime","Filter","Cucumber, Latuce,morning glory",5,,"",,"","uuid:29a554d6-3069-4df9-b76e-30185d9e10c8",,-1,"2045",0,"01_1102"
"2039",0,,,,,"","","",3,"",5,"N/a",6,"N/a",,"",,"",,"","","No filter","Cucumber,salad",5,,"",,"","uuid:460879d8-fb3c-41e2-a5d2-586b70bab25d",,-1,"2039",0,"01_1103"
"2042",0,,,,,"","","",3,"",5,"N/a",6,"N/a",,"",,"",,"","Drink only bottle water 20L","","Cucumber, latuce",5,,"",,"","uuid:7af3b1c4-7001-4ff6-b079-be19f1783750",,-1,"2042",0,"01_1104"
"2040",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink water rain but filter or boil before drink and put the water in to bottle","Boil and filter","Cucumber, latuce",5,,"",,"","uuid:ae847fd8-1037-4575-ae16-5a20e8aa9bce",,-1,"2040",0,"01_1105"
"2041",0,,,,,"","","",3,"",5,"N/a",6,"N/a",,"",,"",,"","Drink only bottle water 20L","","Cucumber, latuce",,,"",,"","uuid:4c76a6fe-b889-4e7d-a1ef-b48fe93a04ce",,-1,"2041",0,"01_1106"
"2046",0,,,,,"","Not open drainage","",3,"",5,"Only bottle water (20L)",1,"",,"",,"",,"","Only bottle water 20L","","Morning glory, cabac, long bean, water mimosa.....",5,,"",,"","uuid:1ca1fee3-4d98-47e8-96e3-4f4dc2954123",,-1,"2046",0,"01_1107"
"2036",0,,,,,"Go to take morning glory in lake","Not open drainage","When have big rain",3,"",5,"Rain water and well water (boil)",3,"",3,"",5,"Rain water and well water (boil)",3,"","Bottle water 20L","","Morning glory, cabac, water mimosa....",5,,"Use only one family.",,"","uuid:2f593988-1620-4fd4-b5e4-c61435036a50",,-1,"2036",0,"01_1108"
"2035",0,,,,,"","","When have big rain",3,"",5,"Rain water (boil)",3,"",3,"",5,"Rain water (boil)",3,"","Bottle water 20L","","Long bean, great bean germ, morning glory, cabac......",5,,"Share with one household",,"","uuid:72c6acc8-8c0e-410a-92af-b9aefbecfc65",,-1,"2035",0,"01_1109"
"2034",0,,,,,"","","When have big rain",3,"",5,"Rain water (boil)",3,"",3,"",5,"Rain water (boil)",3,"","Bottle water boil 20L","","Morning glory, long bean, water mimosa,.....",,,"Use together with other household",,"","uuid:546147d3-ac0a-4605-bbd7-c7beaf12c740",,-1,"2034",0,"01_1110"
"3047",0,,,,,"Go to swim ( Kulen mountain water fall)","Walk in deep Treet water","Rain water",3,"",5,"Only bottle water 20L",4,"",3,"",5,"Small bottle water 0.5L",3,"","Only bottle water 20L","","Water mimosa, cucumber, eggplant, banana flower,...",5,,"",,"","uuid:01f45c9f-bf08-4e85-8341-df7828afc205",,-1,"3047",0,"01_1111"
"3060",0,,,,,"","","Rainey season",3,"",5,"Only bottle water 20L",4,"",3,"",5,"Only bottle water",4,"","","","Cucumber, latuce, water mimosa,.....",4,,"Share other household",,"","uuid:20c5d1f8-ccdc-4e01-9704-ed0a939eaf21",,-1,"3060",0,"01_1112"
"3061",0,,,,,"","","Rainy water",3,"",2,"",3,"",3,"",2,"",3,"","Well boil","","Long bean, green bean germ, banana flower, cucumber....",5,,"",,"","uuid:3f516a12-ab61-494b-8ed6-472a37a9b0b8",,-1,"3061",0,"01_1113"
"3062",0,,,,,"Children swim and fishing","","Rainy season",5,"Rain water filter",3,"",3,"",5,"Rain water filter",3,"",3,"","Bottle water 20L","Filter","Cucumber, tomato, latuce.....",5,,"",,"","uuid:7f5976a4-455f-49a2-90ba-8906670181bc",,-1,"3062",0,"01_1114"
"3000",0,,,,,"Fishing","","",3,"",2,"",3,"",3,"",2,"",3,"","First Drink bottle water 20L, second drink Well water boil.","Boiling","Cucumber, water Lyly, morning glory, morning Mimosa,",5,,"",,"","uuid:9695c762-4578-4df2-ac07-8f013edc2059",,-1,"3000",0,"01_1115"
"3130",0,,,,,"","","",2,"",3,"",3,"",2,"",3,"",3,"","First Drink Well water and drink bottle water 0,5L","Filter well water","Cucumber, morning glory, water Lyly, salad",5,,"",,"","uuid:b93f79a0-68e9-4ec4-a1e3-4249e597a852",,-1,"3130",0,"01_1116"
"3130B",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L","","Cucumber, morning glory, water lyly",5,,"",,"","uuid:b3f7b12a-729d-494e-8c91-bbbf45661e25",,-1,"3130B",0,"01_1117"
"3059A",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink bottle water 20L and use Well water for clean something","","Cucumber, water Lyly, morning glory",5,,"",,"","uuid:b50f21e2-63e7-4970-a916-e76bf32117a6",,-1,"3059A",0,"01_1118"
"3059B",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L","","Cucumber, morning glory, Long Bean",5,,"",,"","uuid:76d43bda-81f6-4ba0-adce-c2cb770cf5a5",,-1,"3059B",0,"01_1119"
"3059C",0,,,,,"","Not open drains","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Child drink bottle water only 1,5L and adults drink bottle water only 20L","No filter","",5,,"",,"","uuid:6a86c92b-1618-4064-927d-02fe212d3ce1",,-1,"3059C",0,"01_1120"
"3072",0,,,,,"Father go to fishing","Drain near their house","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L and well water use for clean clothes","No filters","Cucumber, morning Glory, water lyly , Long been",5,,"",,"","uuid:58950a69-e702-41d1-821b-c62983c769e6",,-1,"3072",0,"01_1121"
"3043",0,,,,,"Go to swim (Baray, Kulen mountain)","","Rainy season",1,"",3,"",3,"",1,"",3,"",3,"","Bottle water 1.5L","","Latuce, cucumber.....",4,,"",,"","uuid:41bd687b-1596-432e-8529-1b582dce2bd4",,-1,"3043",0,"01_1122"
"3069",0,,,,,"Go to swim (other countries)","","",3,"",5,"Bottle water (1.5L)",3,"",,"",,"",,"","Battle water 20L","","Tomato, morning glory....",4,,"",,"","uuid:727a0a26-4ce7-4264-ad1c-2f68a1a6c883",,-1,"3069",0,"01_1123"
"3068",0,,,,,"","","",5,"Water boil (bottle water 20L)",1,"",3,"",5,"Water boil (bottle water 20L)",1,"",3,"","Water supply boil","","Water Lyly, cucumber, carot....",5,,"",,"","uuid:8809ffb5-e74e-49cd-8077-a62b42b979e6",,-1,"3068",0,"01_1124"
"3001",0,,,,,"","","",3,"",5,"Rain water",3,"",3,"",5,"Rain water",3,"","Bottle water 20L","","Tomato, cucumber, morning glory....",4,,"",,"","uuid:d46263d9-a6a6-463d-acb8-8751b0d4ebdc",,-1,"3001",0,"01_1125"
"3002",0,,,,,"","TCS open drainage Infront of house","Rainy season",3,"",5,"Rain water (boil)",3,"",3,"",5,"Rain water (boil)",3,"","Bottle water 20L","","Cucumber, eggplant, latuce, carot....",4,,"Latrine sometime even flood (have big rain)",,"Defecate outside for children","uuid:4d952ac8-4132-4fb6-ae9e-97a99e124999",,-1,"3002",0,"01_1126"
"3003",0,,,,,"","","Rainy season",3,"",5,"Small bottle water (0.5L)",3,"",3,"",5,"Small bottle water (0.5L)",3,"","Bottle water 20L (boil)","Only bottle water directly","Lotuce, long bean, cabac, cucumber....",4,,"",,"","uuid:1b36940e-8513-42c9-9e65-f5d32c7c15ca",,-1,"3003",0,"01_1127"
"3004",0,,,,,"Go to fishing and swim","","Rainy season",3,"",5,"Small bottle water (0.5L)",3,"",3,"",5,"Small bottle water 0.5L",3,"","Bottle water 20L","","Cucumber, carot, eggplant, latuce, cabac...",4,,"",,"","uuid:8240c288-0356-451d-999b-06fe664dbd4c",,-1,"3004",0,"01_1128"
"3005",0,,,,,"Rain water for bathe","","Rain season",3,"",5,"Small bottle water 0.5L",3,"",3,"",5,"Small bottle water 0.5L",3,"","Bottle water 20L","","Latuce, cabac, eggplant....",4,,"",,"","uuid:47d15e2d-5fc1-4087-972c-25b027d16db0",,-1,"3005",0,"01_1129"
"3006",0,,,,,"","","Rainy season (when have big rain)",3,"",5,"Only bottle water 20L",4,"",3,"",5,"Only bottle water 20L",4,"","","","Eggplant, cucumber, cabac, latuce, morning glory...",4,,"",,"","uuid:2156bac9-2f4e-4ffc-8874-7e7647c4377b",,-1,"3006",0,"01_1130"
"3072A",0,,,,,"","","Flood in house when rain",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L","No filter or boil","Cucumber,morning glory,water Lyly,latuce",5,,"",,"","uuid:aa258db3-11ce-4144-8a8a-98d19494ab4c",,-1,"3072A",0,"01_1131"
"3072B",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L","Boil","Cucumber, morning glory,long been",5,,"",,"","uuid:c72b938b-a96e-44f3-96f5-98305fc03f13",,-1,"3072B",0,"01_1132"
"3073",0,,,,,"Have flood near their house","They have some siblings near drain","Flood near their house",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink bottle water 20L","","Morning glory, latuec, cucumber,",5,,"",,"","uuid:985c43ce-8344-4205-a22e-a2951c092f25",,-1,"3073",0,"01_1133"
"3074",0,,,,,"","","Have some flood near their house",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink bottle water 20L only","Boil and filter","Cucumber, water Lyly, long been",4,,"",,"","uuid:f1ca172d-5f29-4c5f-bc81-270b5360eee2",,-1,"3074",0,"01_1134"
"3604",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L","","Latuice, cucumber, morning glory",4,,"",,"","uuid:ae9a76ad-8a0c-4f34-a47c-898904c6b196",,-1,"3604",0,"01_1135"
"3001",0,,,,,"","","Children play flood in front of house",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L, and water rain to boil sometime","","Morning glory, cucumber, latuce",5,,"",,"","uuid:652458b8-d3c4-415f-b9d8-8de24855e964",,-1,"3001",0,"01_1136"
"3044A",0,,,,,"","","They sell near flood",2,"",3,"",3,"",,"",,"",,"","Drink well water,","Filter well water","Cucumber, latuice, morning glory, long been",5,,"",,"","uuid:8d43e449-ce75-4206-ad6a-9bcd27abc3fe",,-1,"3044A",0,"01_1137"
"3044B",0,,,,,"","","",2,"",3,"",3,"",2,"",3,"",3,"","Drink well water,","Filter well water before drink","Cucumber, latuice ,egg plant",5,,"",,"","uuid:35545d5e-8b58-424b-8a77-0b0759e992bb",,-1,"3044B",0,"01_1138"
"3012",0,,,,,"Go to swim (Tea Kot place)","Open drainage maybe 25m from house","Rainy season",3,"",5,"Only bottle water 20L",6,"Only bottle water 20L",3,"",5,"Only bottle water 20L",6,"Only bottle water 20L","","","Cucumber, long bean, lotuce",,,"Use together with other household",,"","uuid:7c62718c-ee90-4369-a3aa-d35088bcfc29",,-1,"3012",0,"01_1139"
"3013",0,,,,,"","Open drainage Infront of house but not contact","Rainy season",3,"",5,"Only bottle water 1.5L",6,"Only bottle water 1.5L",3,"",5,"Only bottle water 1.5L",6,"Only bottle water 1.5L","","Drink bottle water 1.5L directly","Cucumber, cabac, long bean, latuce......",4,,"",,"","uuid:74e1886a-d6a3-42d1-a4eb-a51901e7713c",,-1,"3013",0,"01_1140"
"3014",0,,,,,"Go to swim (Baray)","Take something (ball, shoe)","Rainy season",3,"",5,"Small bottle water 0.5L",3,"",3,"",5,"Only bottle water 20L",6,"Only bottle water 20L","Bottle water 20L","","Cucumber, carot, long bean, latuce,....",4,,"",,"","uuid:b8aa94bd-052b-4bfd-93ed-0d3ab9810df3",,-1,"3014",0,"01_1141"
"3015",0,,,,,"","Take something in open drainage","Rainy season ( Flood only 2h) when raining",3,"",5,"Rain water (boil)",3,"",3,"",5,"Rain water (boil)",3,"","Bottle water 20L","","Latuce, cucumber, cabac,....",4,,"",,"","uuid:3f1eb6fc-076f-49ea-861d-aa90a4b5c41c",,-1,"3015",0,"01_1142"
"3017",0,,,,,"Go swim (Baray)","Open drainage have 20m from house","Rainy season",3,"",5,"Only bottle water 20L",1,"",3,"",5,"Only bottle water 20L",6,"Only bottle water 20L","","","Eggplant, cucumber, latuce, carot,....",,,"Use together with other household",,"","uuid:ed462976-0a95-465f-bd58-953c5dd8df9b",,-1,"3017",0,"01_1143"
"3016",0,,,,,"","Take something (shoe, ball)","Rainy season",3,"",5,"Only bottle water 20L",6,"Only bottle water 20L",3,"",5,"Small bottle water 0.5L",3,"","","","Latuce, eggplant, cucumber, water Lyly, ...",,,"Use together with other household",,"","uuid:9404af18-d773-43e5-bcbd-641cd7777062",,-1,"3016",0,"01_1144"
"3011",0,,,,,"","Open drainage maybe 30m from house","Rainy season",3,"",5,"Only bottle water 20L",6,"Only bottle water 20L",3,"",5,"Only bottle water 20L",6,"Only bottle water 20L","","","Long bean, cabac, water lyly, latuce...",,,"Use together with other household",,"","uuid:03b5daa3-3bbc-4701-b6e3-e561f0ac461e",,-1,"3011",0,"01_1145"
"3010",0,,,,,"Go to swim (Kulen mountain)","Open drainage maybe 35m from house","Rainy season",3,"",5,"Rain water (boil)",3,"",3,"",5,"Rain water (boil)",3,"","Bottle water 20L","","Carot, cucumber, long bean, green bean germ, latuce.. ..",,,"Use together with other household",,"","uuid:f9bc1a5c-bd1d-4938-8c9f-5fb7445c33e6",,-1,"3010",0,"01_1146"
"3009",0,,,,,"","Children take something in open drainage","Rainy season",3,"",5,"Rain water (boil)",3,"",3,"",5,"Rain water (boil)",3,"","Bottle water 20L (boil)","","Latuce, cucumber, carot, morning glory, water lyly, long bean, cabac,.....",,,"Use together with other household",,"","uuid:ac20a22f-c438-4f13-afd7-0a306145c0a9",,-1,"3009",0,"01_1147"
"3008",0,,,,,"","Take something in open drainage (garbages)","Rainy season",3,"",2,"",3,"",3,"",2,"",3,"","Well water boil and bottle water 20L","","Children eat meat, cucumber, carot, long bean.......",4,,"",,"","uuid:60b18fee-7341-4390-b53d-d394c5ac2fb8",,-1,"3008",0,"01_1148"
"3007",0,,,,,"","Open drain maybe 20m from house","Rainy season",3,"",5,"Only bottle water 20L",6,"Only bottle water 20L",3,"",5,"Only bottle water 20L",6,"Only bottle water 20L","Bottle water 20L","","Long bean, cabac, latuce, morning glory,.....",,,"Use together with other household",,"","uuid:04a0a51f-61ce-477b-8d01-f5fbd05b3932",,-1,"3007",0,"01_1149"
"3044C",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L","","Cucumber, carrot, morning glory",5,,"",,"","uuid:57a4392d-5fe8-4c8d-ad22-bc1292433683",,-1,"3044C",0,"01_1150"
"3044D",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L","","Cucumber, salad, morning glory",,,"",,"","uuid:b14f4a77-00d9-4dd9-b5e4-a3a478b21cdf",,-1,"3044D",0,"01_1151"
"3412",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 0,5L","","Cucumber, salad",5,,"",,"","uuid:f53a0f7e-28b2-4214-8ff5-7c0d227814d5",,-1,"3412",0,"01_1152"
"3002",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink bottle water 20L, and Drink small bottle water","","Salad, tomato",5,,"",,"","uuid:fd907af2-eba4-443f-bbe6-6d67f2900266",,-1,"3002",0,"01_1153"
"3003",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","","","Cucumber,morning glory,water Lyly,tomato",5,,"",,"","uuid:12d746ba-b3e9-4313-9e15-4b54249c910b",,-1,"3003",0,"01_1154"
"3004",0,,,,,"","","",3,"",2,"",3,"",3,"",2,"",3,"","Boil","","Cucumber,long been, carrot,morning glory",4,,"",,"","uuid:fd89d7b2-36ff-4658-8fe6-99bf2926d67c",,-1,"3004",0,"01_1155"
"5",0,,,,,"","","",2,"",5,"N/a",6,"N/a",2,"",5,"N/a",6,"N/a","Use only well water,Filter before drink","Boil","Cucumber, morning glory,",5,,"",,"","uuid:4119a553-c800-4350-b461-6e9d95712f25",,-1,"5",0,"01_1156"
"6",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L","Boil","Water Lyly, carrot",5,,"",,"","uuid:c0679df6-12a6-4838-b1d4-8c724322101b",,-1,"6",0,"01_1157"
"7",0,,,,,"","","Walk through",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink bottle water 20L","Boil","Salad, tomato",5,,"",,"","uuid:b21bdacc-9b86-4d5e-8a16-b75bf515cff0",,-1,"7",0,"01_1158"
"8",0,,,,,"","","Walk through",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L","","Green bean germ, latuce",5,,"",,"","uuid:4c16caf1-55d1-44e5-983c-28e0b896c569",,-1,"8",0,"01_1159"
"3009",0,,,,,"","","",2,"",3,"",3,"",3,"",3,"",1,"","","Boil, filter","Cucumber,morning glory,water Lyly",,,"",,"","uuid:13ef0724-3232-4412-9ab0-f6eb717ca92d",,-1,"3009",0,"01_1160"
"31068",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","","","Morning glory, cucumber , water Lyly, tomato,",4,,"",,"","uuid:b4353508-6ba7-4a88-961e-25e306352f8b",,-1,"31068",0,"01_1161"
"3010",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L","","Carrot, cucumber",5,,"",,"","uuid:27af98ee-1ece-4298-86a4-ea48ca544867",,-1,"3010",0,"01_1162"
"3011",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L","","Salad, tomato",5,,"",,"","uuid:667c9ff9-8de7-4171-8fe9-f4ac5e684505",,-1,"3011",0,"01_1163"
"3012",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L","","Morning glory, tomato",5,,"",,"","uuid:1731c001-1ce3-45a2-8caa-1f01747e03aa",,-1,"3012",0,"01_1164"
"3013",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L","","Carrot, salad",5,,"",,"","uuid:efb61fee-4a9d-4f94-9f78-1f60d1feb0fb",,-1,"3013",0,"01_1165"
"3014",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L","","Morning glory,salad",5,,"",,"","uuid:06a92e36-4ea1-4bf3-9f7b-19750a0aedf2",,-1,"3014",0,"01_1166"
"3015",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L","","Cucumber, salad",5,,"",,"","uuid:ea469ab2-a529-442c-8897-90c6a8ccc5db",,-1,"3015",0,"01_1167"
"3082",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L","Filter","Cucumber, morning glory",5,,"",,"","uuid:90136a14-35ca-448a-a32f-9f37c57fd112",,-1,"3082",0,"01_1168"
"3083A",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L","","Tomato, salad",5,,"",,"","uuid:e173e048-d38f-474d-b98b-1e67399bee71",,-1,"3083A",0,"01_1169"
"3083B",0,,,,,"","","",3,"",5,"N/a",6,"N/a",,"",,"",,"","Drink only bottle water 20L","","Cucumber, water Lyly",5,,"",,"","uuid:f4d9f65c-fd16-41f5-81de-6fe01dda6c85",,-1,"3083B",0,"01_1170"
"3083C",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L","","Cucumber, salad",5,,"",,"","uuid:a1d85e2b-f176-4fed-9b86-0b457addc88a",,-1,"3083C",0,"01_1171"
"3016",0,,,,,"","","",3,"",5,"N/a",6,"N/a",,"",,"",,"","Drink only bottle water 20L","","Morning glory, salad",5,,"",,"","uuid:a69cd3dc-fb47-492c-9a50-d5123ea4e93d",,-1,"3016",0,"01_1172"
"3017",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L","","Water Lyly, morning glory",5,,"",,"","uuid:2aaef576-3acb-40cd-9ef5-aa977c1e4f2d",,-1,"3017",0,"01_1173"
"3018",0,,,,,"","","",3,"",3,"",3,"",3,"",3,"",3,"","Small water 1,5l","","Cucumber,morning glory, water Lyly,lone been",5,,"",,"","uuid:95c904b7-fb64-4b7d-b9ab-da8db33ef1c5",,-1,"3018",0,"01_1174"
"3018",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L","","Morning glory, salad",5,,"",,"","uuid:942ca15c-e481-4fc6-994b-b912cae61890",,-1,"3018",0,"01_1175"
"3086",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L","","Cucumber, Salad",5,,"",,"","uuid:f934e76e-3838-4c0a-9b9f-b7b30bd4e84e",,-1,"3086",0,"01_1176"
"3070",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L","Filter","Cucumber",5,,"",,"","uuid:0ab40dae-6462-47ed-acbf-f696d7790003",,-1,"3070",0,"01_1177"
"3019A",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L","","Cucumber, morning glory",5,,"",,"","uuid:26132f29-2cb9-40da-8459-e733d5ab35f5",,-1,"3019A",0,"01_1178"
"3019B",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink small bottle","","Morning glory",5,,"",,"","uuid:273d4e06-4cf5-4fcf-9788-be2b713f1878",,-1,"3019B",0,"01_1179"
"3044D",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L","","Tomato, salad",5,,"",,"","uuid:ba9b8080-4664-4a78-a0af-82c4cfdbf29b",,-1,"3044D",0,"01_1180"
"3044E",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L","","",5,,"",,"","uuid:eb852749-03f0-45d7-a164-fd29a9410475",,-1,"3044E",0,"01_1181"
"3021",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L","","Cucumber, morning glory",5,,"",,"","uuid:463162a8-7144-4722-ac48-061c89bc2fb4",,-1,"3021",0,"01_1182"
"3132A",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L","","Cucumber ,salad",5,,"",,"","uuid:f37190c0-b7ec-4ecc-841f-21ba33e9af03",,-1,"3132A",0,"01_1183"
"3132B",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L","","Carrot, salad",5,,"",,"","uuid:441c6da7-1ca8-4dab-b571-9b59b0a807c7",,-1,"3132B",0,"01_1184"
"3132C",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L","","Cucumber, salad",5,,"",,"","uuid:e07556e0-c2f9-40ed-a1a4-c53c80a18fc9",,-1,"3132C",0,"01_1185"
"3132D",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L and well water","","Morning glory",5,,"",,"","uuid:8f43d4dc-8002-48c8-8afc-406cc9af68e8",,-1,"3132D",0,"01_1186"
"3022",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 0,5L","","Cucumber",5,,"",,"","uuid:3bbd0af6-901a-44e5-adc4-d490382baa30",,-1,"3022",0,"01_1187"
"3023",0,,,,,"","","",3,"",5,"N/a",6,"N/a",3,"",5,"N/a",6,"N/a","Drink only bottle water 20L","","Morning glory",5,,"",,"","uuid:2f8dc7c7-9beb-4075-8ae8-a0afa4794c9e",,-1,"3023",0,"01_1188"
"3024",0,,,,,"","","",2,"",3,"",3,"",3,"",5,"N/a",6,"N/a","Well water and bottle water 20L","Filter","Tomato,",5,,"",,"","uuid:5c5a2830-2d15-4588-ad71-35314605cd64",,-1,"3024",0,"01_1189"
"3023",0,,,,,"","","",3,"",3,"",1,"",3,"",3,"",3,"","Small Bottle 1,5l","","Cucumber,morning glory, long been",5,,"",,"","uuid:72c35ef4-15aa-4d40-8b1e-e84ff4f39be5",,-1,"3023",0,"01_1190"
"3024",0,,,,,"","","",3,"",3,"",3,"",3,"",3,"",3,"","Small water bottle 1,5l","","Cucumber morning glory carrot",5,,"",,"","uuid:3f3217cf-b36d-45df-a1ce-a45ac9f6a387",,-1,"3024",0,"01_1191"
