"number","formid","form.hh_dd","form.neighbor","X_h_location_latitude","X_h_location_longitude","X_h_location_altitude","X_h_location_precision","form.hh_gps_device","form.hh_gps_id","form.hh_waypoint","form.hh_q17d","form.hh_q17d_other","form.hh_q18","username","caseid","case_name","h_f_weekly","h_UID"
1,"4b1fa317-3f75-4d25-adb7-4f0ba6983eaa","2016-04-27 11:48:00","Chorkor","5.528447667101602","-0.24135442717638111","35.41","16.0","Yes","SP1",4115,7,,"1","maggrey",,,0,"03_0001"
2,"4b373e8c-c323-46ce-a368-b8364db9eaad","2016-04-25 13:07:00","Chorkor","5.525307709128126","-0.2500396337507687","32.56","4.0","Yes","sp8",325,1,,"3","slaryea",,,0,"03_0002"
3,"570813ff-95c7-499b-a75d-8f6298ce88cc","2016-03-22 10:22:00","Shiabu","5.52363614","-0.25648573","47.0","21.0","Yes","041",41,1,,"3 4","test",,,0,"03_0003"
4,"4fb6b20b-31aa-4cd8-9450-6b7643070409","2016-04-28 10:33:00","Chorkor","5.53126679","-0.24230141","55.0","7.0","Yes","SP5",5120,1,,"1","reginald",,,0,"03_0004"
5,"46e52e24-de32-42ff-84d2-42f02ddd9781","2016-04-25 11:19:00","Chorkor","5.52499648","-0.24715125","65.0","5.0","Yes","sp7",121,3,,"3","ethel",,,0,"03_0005"
6,"394d0213-6194-47b7-aafb-4fd949e99609","2016-06-08 10:12:00","Adabraka","5.56151354","-0.21278039","65.0","31.0","Yes","SP5",5121,7,,"3","reginald",,,0,"03_0006"
7,"3aaa094e-b608-4887-8f9b-0254af57a4e1","2016-04-28 11:42:00","Chorkor","5.5325524","-0.2433719","0.0","64.5","Yes","SP1",4124,7,,"3","maggrey",,,0,"03_0007"
8,"3f91cc93-29f5-46ce-87eb-e0926730f10b","2016-04-28 11:08:00","Chorkor","5.52873844636563","-0.24866692613970015","41.53","4.0","Yes","sp8",3222,1,,"1","slaryea",,,0,"03_0008"
9,"417cf179-8dbf-4f61-bf6e-e672b140bef1","2016-07-18 10:57:00","Kokomlemle","5.57254215","-0.21176345","36.0","5.0","Yes","SP10",71413,7,,"2 3","famponsah",,,0,"03_0009"
10,"4212cf1f-cfe4-4d01-ace8-befa6087a2a0","2016-04-28 11:36:00","Chorkor","5.53083469","-0.23805169","50.0","5.0","Yes","SP10",7125,7,,"2 3","famponsah",,,0,"03_0010"
11,"42dc37fa-1e77-4e93-87f5-e7a0ca8f7778","2016-03-22 11:02:00","Shiabu","5.52461757","-0.25905278","41.0","12.0","Yes","033",33,1,,"3","test",,,0,"03_0011"
12,"43f405b4-b6ad-4ffc-8ff4-9264a53e5a27","2016-03-23 11:57:00","Shiabu","5.530260210248879","-0.2529853763228775","35.36","4.0","Yes","033",33,1,,"3","test",,,0,"03_0012"
13,"446e3b60-4623-423a-9908-cbc5bc0e053e","2016-03-23 11:34:00","Shiabu","5.53082107","-0.25578212","47.0","5.0","Yes","0313",313,4,,"1","test",,,0,"03_0013"
14,"44e0ba31-40fe-43f3-8b57-734165f852f2","2016-04-25 10:56:00","Chorkor",,,,,"Yes","sp3",811,1,,"3","annabel",,,0,"03_0014"
15,"46568f4f-8085-43a2-a5c7-c9c4ca1c3d46","2016-06-10 12:46:00","Adabraka","5.563867834738875","-0.21067462073531112","40.06","4.0","Yes","sp8",32222,3,,"3","slaryea",,,0,"03_0015"
16,"5ee339c0-f5f2-4aa5-8907-74c27885d8d9","2016-03-24 12:03:00","Shiabu","5.53283496","-0.26055015","59.0","4.0","Yes","0624",624,7,,"1","test",,,0,"03_0016"
18,"593d0f47-4707-46c0-aebb-80d715aa5e42","2016-07-06 09:51:00","Ringway","5.56345379","-0.18408229","46.0","13.0","Yes","sp4",12319,7,,"2","ethel",,,0,"03_0018"
19,"59b2b9f5-7d83-41a7-94a7-76f11ce17958","2016-06-08 11:01:00","Adabraka","5.56269523","-0.21191288","46.0","5.0","Yes","SP10",713,1,,"3","famponsah",,,0,"03_0019"
20,"5cbaabb6-d763-460a-b650-fe3e76b4f190","2016-03-21 11:21:00","Shiabu","5.525586117912161","-0.25566529342327343","54.1","8.0","No",,,1,,"3","test",,,0,"03_0020"
21,"a0a9a821-4387-48b5-ba6d-1a6c4e21cfc4","2016-07-20 10:28:00","Kokomlemle","5.57777139","-0.21154278","47.0","30.0","Yes","sp8",32410,7,,"2 3","slaryea",,,0,"03_0021"
22,"a26a6400-16ae-42d2-ba60-bd79fdbb1d67","2016-03-22 11:41:00","Shiabu","5.523920136508798","-0.2584448660981946","37.25","4.0","Yes","024",24,1,,"3","test",,,0,"03_0022"
23,"ab635ca5-77bd-480d-befa-bedbcbf76bb8","2016-06-17 12:00:00","Adabraka","5.5595191","-0.21605947","36.0","18.0","Yes","SP5",51222,4,,"3","maggrey",,,0,"03_0023"
24,"acf01c5b-82dd-41dc-92c8-9bfe5b4f0a64","2016-07-18 11:54:00","Kokomlemle","5.57255755","-0.21344263","40.0","26.0","Yes","SP10",71417,7,,"3","famponsah",,,0,"03_0024"
25,"af9e153e-4370-40ea-bbca-3876bdd7d164","2016-07-13 11:11:00","Kokomlemle","5.57885615","-0.21025485","64.0","8.0","Yes","sp4",12409,7,,"2 3","ethel",,,0,"03_0025"
26,"a859017e-c1da-4233-abec-7c4983f13faa","2016-07-01 09:51:00","Ringway","5.5674416","-0.1862322","0.0","699.99","Yes","SP1",4139,1,,"1","maggrey",,,0,"03_0026"
27,"9deecf5e-c9c6-4d61-b65c-7e38a6222319","2016-07-08 11:13:00","Ringway","5.55728587","-0.18354701","39.0","9.0","Yes","SP3",62325,7,,"1","iselby",,,0,"03_0027"
28,"b7012b4a-1688-4010-b6b1-e2ca12589903","2016-06-09 13:36:00","Adabraka","5.56476788","-0.21375401","36.0","9.0","Yes","SP10",71212,7,,"1","famponsah",,,0,"03_0028"
29,"b449ae33-61a7-4bcf-ba41-79618800ad17","2016-07-01 09:30:00","Ringway","5.56904189","-0.18605984","66.0","10.0","Yes","SP3",6235,7,,"2 3","iselby",,,0,"03_0029"
30,"b2a1a644-b6dc-4ca0-b7cc-05b4e2fcbd20","2016-03-23 10:44:00","Shiabu","5.5314321","-0.253491","0.0","1560.0","Yes","0514",514,3,,"3","test",,,0,"03_0030"
31,"b4dbb52e-c5a4-48f8-8497-cc75d5a3dc51","2016-06-10 12:39:00","Adabraka","5.564179538627459","-0.21100771384026495","60.65","8.0","Yes","sp8",32221,7,,"2","slaryea",,,0,"03_0031"
32,"b4fcf235-966e-4372-adc8-75ba965fb529","2016-04-26 11:36:00","Chorkor","5.528029192911509","-0.24075430961613772","39.65","8.0","Yes","SP1",4111,1,,"1","maggrey",,,0,"03_0032"
33,"b50a75fc-b5a6-475e-995c-790727bb8f44","2016-07-18 09:48:00","Kokomlemle","5.57469558","-0.21187832","42.0","8.0","Yes","sp8",32401,7,,"3","slaryea",,,0,"03_0033"
34,"ba17fecb-c8b7-4be4-855b-fd2217de3ee2","2016-04-25 11:40:00","Chorkor",,,,,"Yes","sp3",814,1,,"2 3","annabel",,,0,"03_0034"
35,"ba40afbb-8f4c-4c3c-8504-1afc9cc4c760","2016-04-27 11:45:00","Chorkor","5.5294969","-0.2530424","0.0","37.5","Yes","sp7",1215,7,,"1","ethel",,,0,"03_0035"
37,"bef3e152-3c2d-42ad-9198-34c7a9263b24","2016-07-13 09:57:00","Kokomlemle","5.57732927","-0.2092795","76.0","4.0","Yes","sp4",12401,7,,"2 3","ethel",,,0,"03_0037"
38,"c1234354-a07d-414e-8c84-874e5f63bf7f","2016-07-01 08:46:00","Ringway","5.5678479","-0.186046","0.0","31.0","Yes","SP1",4134,7,,"1","maggrey",,,0,"03_0038"
39,"c125d1b4-7613-431f-80d7-5140bc02f455","2016-07-18 10:58:00","Kokomlemle","5.57463795","-0.20548146","42.0","5.0","Yes","SP1",41414,7,,"1","maggrey",,,0,"03_0039"
40,"c1de40c6-2361-4fe7-abc0-534d62544438","2016-03-21 12:16:00","Shiabu","5.52236879","-0.25871159","46.0","12.0","No",,,1,,"2 3","test",,,0,"03_0040"
42,"c42ab2dc-aa3d-488c-9a7f-6f5fd6e19dba","2016-03-23 11:41:00","Shiabu","5.528555013505492","-0.25760191041748154","56.86","12.0","Yes","017",17,7,,"3","test",,,0,"03_0042"
43,"c4aadef3-b235-46c4-a52e-d629baf4ccc7","2016-03-21 12:07:00","Shiabu","5.5267544024464135","-0.2545306243787623","29.89","6.0","No",,,1,,"3","test",,,0,"03_0043"
44,"b3c8544f-9d29-4210-93fc-8787b51fe43b","2016-07-13 11:44:00","Kokomlemle","5.58010474","-0.20604558","55.0","5.0","Yes","SP5",51410,7,,"3","reginald",,,0,"03_0044"
45,"b5f37046-5a74-4987-beff-5aeba5c5090a","2016-06-08 11:08:00","Adabraka","5.563672796284121","-0.21175727340453027","48.93","4.0","Yes","sp8",3227,1,,"3","slaryea",,,0,"03_0045"
46,"b9b171d5-19a0-4d58-b030-bb7c95678bb0","2016-07-18 10:35:00","Kokomlemle","5.57389644","-0.20526885","28.0","5.0","Yes","SP5",51416,1,,"3","reginald",,,0,"03_0046"
47,"73c50fe1-6f80-496d-83ef-e00dc5789852","2016-07-18 11:04:00","Kokomlemle","5.57165174","-0.21249802","54.0","25.0","Yes","sp4",12415,1,,"3","ethel",,,0,"03_0047"
48,"79e0d66f-00b2-4b93-8b95-97f931cf8572","2016-07-18 11:20:00","Kokomlemle","5.57184054","-0.21201908","42.0","8.0","Yes","sp4",12417,7,,"2 3","ethel",,,0,"03_0048"
49,"72185d1b-9399-4a91-8d8c-51023f184ae2","2016-07-13 11:41:00","Kokomlemle","5.57891028","-0.20712744","51.0","12.0","Yes","SP10",71410,1,,"3","famponsah",,,0,"03_0049"
50,"730f3649-dc19-42fb-a64b-56cf8272d471","2016-04-27 12:23:00","Chorkor","5.52987856","-0.24974892","42.0","4.0","Yes","SP2",6218,1,,"3","iselby",,,0,"03_0050"
51,"7c62a692-8bb8-43e8-b445-49afe248b85e","2016-06-09 13:51:00","Adabraka","5.56450452","-0.21389769","39.0","5.0","Yes","SP10",71213,7,,"2 3","famponsah",,,0,"03_0051"
52,"8556e878-7196-4dad-87c0-c7aea776655d","2016-07-01 08:34:00","Ringway","5.56745848","-0.18458798","30.0","12.0","Yes","SP1",4132,7,,"1","maggrey",,,0,"03_0052"
53,"7013b48e-9a22-4668-bd30-d380d1f41c33","2016-04-28 10:25:00","Chorkor","5.53148878","-0.24446933","45.0","5.0","Yes","SP2",6220,1,,"3","iselby",,,0,"03_0053"
54,"79006aef-05cc-4464-b337-ee596a26c714","2016-07-21 09:59:00","Kokomlemle","5.57387763","-0.21284389","65.0","15.0","Yes","SP3",62425,7,,"3","iselby",,,0,"03_0054"
55,"792ed647-1347-457b-9cdf-cecb64310c53","2016-07-06 10:36:00","Ringway","5.56447652","-0.18229978","40.0","14.0","Yes","SP3",62319,7,,"3","iselby",,,0,"03_0055"
56,"7d4648ed-5b0a-4819-a03a-7941548a6880","2016-07-01 08:28:00","Ringway","5.569306","-0.18658653","63.0","4.0","Yes","SP3",6231,7,,"1","iselby",,,0,"03_0056"
57,"64287ab9-e413-42b1-93cb-2da60a416100","2016-06-20 10:31:00","Adabraka","5.55631448","-0.21390011","30.0","5.0","Yes","SP5",51225,6,,"3","reginald",,,0,"03_0057"
58,"645d85a5-3010-4ca0-b7b6-b3b46febeea6","2016-04-27 13:00:00","Chorkor","5.52917763","-0.23810338","48.0","5.0","Yes","SP5",5118,1,,"1","reginald",,,0,"03_0058"
59,"68ceeb10-946e-4be5-9a31-d14b7be93cde","2016-04-28 10:40:00","Chorkor","5.530999009003649","-0.24144330571193431","54.9","4.0","Yes","SP1",4121,7,,"1","maggrey",,,0,"03_0059"
60,"675490fa-b94f-46be-81b9-68df5be922b6","2016-03-24 11:48:00","Shiabu","5.53257372","-0.25872335","51.0","5.0","Yes","0623",623,7,,"1","test",,,0,"03_0060"
61,"6b147469-fdf0-4a99-a149-fb68f3b18782","2016-07-06 09:10:00","Ringway",,,,,"Yes","sp8",32311,7,,"1","betty",,,0,"03_0061"
62,"6c9af9ab-2b67-481a-893d-658b74a50f70","2016-07-08 21:46:00","Ringway","5.56102941","-0.18436245","46.0","16.0","Yes","sp8",32324,7,,"1","betty",,,0,"03_0062"
63,"6e5eb291-9bf9-44ea-891d-8d551dcb1320","2016-06-10 11:27:00","Adabraka","5.56178554","-0.20966377","46.0","9.0","Yes","SP5",5129,7,,"1","reginald",,,0,"03_0063"
64,"63bd89b7-521f-4d9f-9733-5ea7c16f0388","2016-06-17 10:24:00","Adabraka","5.56060727","-0.21602753","67.0","4.0","Yes","SP5",51215,7,,"3","maggrey",,,0,"03_0064"
65,"6f2fcbc4-6a9e-4d78-a523-60f36eb24b2e","2016-06-20 11:14:00","Adabraka","5.557582024658268","-0.2130931708647882","35.99","6.0","Yes","sp8",32236,7,,"1","maggrey",,,0,"03_0065"
66,"8b781d0a-4164-407c-9a19-d7f7a8e0d2a5","2016-04-25 11:25:00","Chorkor",,,,,"Yes","sp3",813,1,,"3","annabel",,,0,"03_0066"
67,"8c16379c-10b1-412a-9a32-d9af8abed28f","2016-06-10 11:09:00","Adabraka","5.561895574615502","-0.21039399551628798","43.96","8.0","Yes","SP1",41216,7,,"3","maggrey",,,0,"03_0067"
68,"85e13574-7c99-4bae-a5d7-b53c193c0b41","2016-04-27 12:37:00","Chorkor","5.52977128","-0.25102571","39.0","5.0","Yes","SP2",6219,1,,"3","iselby",,,0,"03_0068"
69,"88521216-1cd5-4593-9a98-454470f170d3","2016-06-20 12:17:00","Adabraka","5.5562655","-0.2157984","-5.0","14.0","Yes","SP5",51232,7,,"1","reginald",,,0,"03_0069"
70,"868b2e49-06ab-4bdb-a3ab-b0b777318eaa","2016-03-21 10:56:00","Shiabu","5.52336338","-0.25427667","49.0","14.0","No",,,1,,"3","test",,,0,"03_0070"
71,"8778afdf-3d88-4a13-a29f-c84706ed7232","2016-04-28 11:34:00","Chorkor","5.528743187731717","-0.25045849404942766","40.8","4.0","Yes","sp8",3224,7,,"3","slaryea",,,0,"03_0071"
72,"e0f9c594-808f-4110-9762-c9d2c09de3d8","2016-07-06 09:41:00","Ringway","5.56155105","-0.18400817","52.0","4.0","Yes","sp8",32315,7,,"2","betty",,,0,"03_0072"
73,"e1a1cde3-dfc6-4587-91c0-2e3fadca742d","2016-04-25 13:39:00","Chorkor","5.52613045","-0.24265357","42.0","4.0","Yes","SP10",716,1,,"3 4 5","famponsah",,,0,"03_0073"
74,"e38099ec-3f83-44aa-86b5-eff2fa5f23e4","2016-04-20 14:25:00","Shiabu","5.6084220138984655","-0.20574220895663353","26.23","24.0","Yes","1",1,2,,"3","test_2",,,0,"03_0074"
75,"dce5b9d3-c74e-4c2a-bae4-554c9381c54f","2016-06-08 11:00:00","Adabraka","5.56303016","-0.21219217","53.0","5.0","Yes","SP3",6224,7,,"2","iselby",,,0,"03_0075"
76,"e0646802-0e0e-4d38-a57e-37c11ed924a0","2016-04-27 11:51:00","Chorkor","5.52875669","-0.24743504","35.0","4.0","Yes","SP4",2216,7,,"2","betty",,,0,"03_0076"
77,"e78aca24-1d99-4fd3-a9e4-33ca0159636e","2016-03-24 09:34:00","Shiabu","5.53277987","-0.25764052","39.0","6.0","Yes","0717",717,7,,"3","test",,,0,"03_0077"
78,"ebf3937c-8ddc-4355-b3f9-ce38e220f679","2016-03-22 10:53:00","Shiabu","5.52503652","-0.25883468","48.0","10.0","Yes","32",32,1,,"3","test",,,0,"03_0078"
79,"eb531eda-443b-4ef7-bdb5-fa78cdf3b4c8","2016-07-21 10:21:00","Kokomlemle","5.57539628","-0.21389414","24.0","10.0","Yes","SP4",41427,7,,"2","maggrey",,,0,"03_0079"
80,"ebc8f466-aa0d-4b02-a543-f0610079f8f7","2016-07-08 10:29:00","Ringway","5.55752439","-0.18585172","63.0","5.0","Yes","SP1",41322,7,,"1","maggrey",,,0,"03_0080"
81,"e4560749-8b82-48af-afdf-13d819c27650","2016-07-13 10:06:00","Kokomlemle","5.57736048","-0.20931453","92.0","19.0","Yes","sp4",12402,7,,"1","ethel",,,0,"03_0081"
82,"c5f74ad0-70db-4205-b779-2513a8e3ee7b","2016-06-08 11:21:00","Adabraka","5.56075499","-0.21238864","44.0","4.0","Yes","SP5",5125,1,,"3","reginald",,,0,"03_0082"
83,"cb5eaf70-9548-4af3-ab79-05d5932a0a65","2016-04-25 12:02:00","Chorkor",,,,,"Yes","sp3",815,6,,"3 4 5","annabel",,,0,"03_0083"
84,"ca6a0e50-c36b-41f0-aede-00a81f5414d1","2016-06-10 12:53:00","Adabraka","5.5620197112773795","-0.21047289021362509","43.81","32.0","Yes","SP1",41222,7,,"1","maggrey",,,0,"03_0084"
85,"cd304cc0-cf69-4093-be9f-f1f1e2018629","2016-07-21 11:46:00","Kokomlemle","5.57633821","-0.21558348","32.0","14.0","Yes","SP3",62428,6,,"1","iselby",,,0,"03_0085"
87,"d48bf02b-2ad2-4501-aa9a-68844110ff7c","2016-07-01 10:19:00","Ringway","5.5658562","-0.186051","0.0","25.0","Yes","SP10",71309,7,,"2 3","famponsah",,,0,"03_0087"
88,"d4ca55fa-7a38-4359-a670-b16079429f38","2016-04-25 13:12:00","Chorkor","5.52681868","-0.24243396","46.0","3.0","Yes","sp7",126,1,,"3","ethel",,,0,"03_0088"
89,"d5556a6c-9ca4-4606-ad19-b03a0a5ddbf1","2016-03-23 10:15:00","Shiabu","5.53027577","-0.2529145","25.0","4.0","Yes","0512",512,1,,"3","test",,,0,"03_0089"
90,"d5a0b660-79f9-46f1-a317-a72796fae707","2016-07-20 11:01:00","Kokomlemle","5.57872584","-0.21301733","26.0","23.0","Yes","sp8",32413,7,,"1","slaryea",,,0,"03_0090"
92,"d3e10281-e095-40f8-b8f7-3aea80e6716d","2016-07-18 10:11:00","Kokomlemle","5.57514244","-0.20653792","74.0","5.0","Yes","SP3",62411,7,,"3","iselby",,,0,"03_0092"
93,"d2648b89-3daf-4d12-a4c2-6791b814fa03","2016-06-10 12:35:00","Adabraka","5.56224788","-0.20907872","22.0","14.0","Yes","SP5",51213,7,,"3","reginald",,,0,"03_0093"
94,"d07737a6-2c02-4f29-9f2e-b62d61251574","2016-04-27 11:24:00","Chorkor","5.5294948","-0.2530443","0.0","72.0","Yes","sp7",1214,7,,"2 3","ethel",,,0,"03_0094"
95,"c8d0cbb7-7e08-42d1-bcee-5400df1be44a","2016-06-08 11:37:00","Adabraka","5.56026883","-0.21250995","64.0","12.0","Yes","SP5",5127,7,,"1","reginald",,,0,"03_0095"
96,"cadf7552-bb5f-42b8-9e7f-e73f3d740af4","2016-06-10 12:03:00","Adabraka","5.56382502","-0.20982806","55.0","5.0","Yes","SP3",62219,1,,"3","iselby",,,0,"03_0096"
97,"bba88401-d134-49ab-9f38-98a7a67d8275","2016-04-28 10:25:00","Chorkor","5.53075334","-0.24453434","58.0","4.0","Yes","sp7",1220,1,,"3","ethel",,,0,"03_0097"
98,"d8f82df3-0804-4a07-a7a3-46cd7dcd62ab","2016-07-13 11:15:00","Kokomlemle","5.57962611","-0.20555953","45.0","5.0","Yes","SP5",5143,7,,"3","reginald",,,0,"03_0098"
99,"d861c120-eb4b-4674-b4a8-1d1b5578d3fb","2016-04-27 12:35:00","Chorkor","5.528222735580084","-0.2511398882492135","21.57","6.0","Yes","sp8",3218,1,,"3","slaryea",,,0,"03_0099"
100,"db162284-4462-4327-8b8e-48a5518b01e5","2016-04-28 10:54:00","Chorkor","5.53195393","-0.24071159","55.0","5.0","Yes","SP5",5121,4,,"1","reginald",,,0,"03_0100"
101,"db73a812-1d42-40a4-8a8b-e30c1af3f65b","2016-07-18 11:06:00","Kokomlemle","5.57474343","-0.20600743","43.0","6.0","Yes","SP1",41417,7,,"1","maggrey",,,0,"03_0101"
102,"ef108d38-623c-45a4-b2d9-d4b2ae5646ed","2016-06-08 10:48:00","Adabraka","5.563603410181133","-0.2127082882999262","36.47","4.0","Yes","sp8",3225,7,,"1","slaryea",,,0,"03_0102"
103,"08a2276a-006b-4b21-8b4e-b2aa045cee88","2016-07-21 10:05:00","Kokomlemle","5.57507109","-0.21240565","43.0","4.0","Yes","sp8",32417,7,,"2 3","slaryea",,,0,"03_0103"
104,"1be25c27-c19a-47a6-84a1-280af1571dec","2016-04-25 11:35:00","Chorkor","5.52405486","-0.25136907","46.0","5.0","Yes","SP4",222,6,,"2 3","betty",,,0,"03_0104"
105,"1ca9f10e-6cc0-45e9-b169-b5d48320107f","2016-07-20 10:54:00","Kokomlemle","5.5783042","-0.21267469","29.0","5.0","Yes","sp8",32412,7,,"1","slaryea",,,0,"03_0105"
106,"1d7b31c7-cb7c-4768-8dd3-b26e3092cbc1","2016-03-24 12:00:00","Shiabu","5.53448589","-0.25596481","37.0","5.0","Yes","0325",325,7,,"2 3","test",,,0,"03_0106"
107,"1e5902ff-a35d-4e99-a112-96ac786ce15d","2016-06-10 11:51:00","Adabraka","5.563153771451913","-0.2082565508663837","61.41","32.0","Yes","SP1",41219,7,,"1","maggrey",,,0,"03_0107"
108,"1e57833e-7b88-42a1-b0dd-001d80972ea1","2016-06-09 12:38:00","Adabraka","5.566902519146329","-0.213607651838779","28.36","4.0","Yes","sp8",32211,7,,"2","slaryea",,,0,"03_0108"
109,"23e63503-5ed5-4fea-8154-91f610375d0b","2016-03-23 11:43:00","Shiabu","5.5310065","-0.2530107","0.0","1568.0","Yes","0518",518,7,,"2","test",,,0,"03_0109"
111,"24376f62-ebbb-48f7-b4fd-42d751dcbd9d","2016-04-25 13:01:00","Chorkor","5.52662302","-0.24035655","27.0","9.0","Yes","SP5",515,1,,"3","reginald",,,0,"03_0111"
112,"2449b4e0-8b0f-4240-90e7-f9398323267d","2016-07-01 09:28:00","Ringway","5.566858","-0.18482","0.0","24.0","Yes","sp4",12307,7,,"2 3","ethel",,,0,"03_0112"
113,"24f675a8-39bd-4e11-a401-b7a96bb663f1","2016-07-08 10:48:00","Ringway","5.55838565","-0.18297593","48.0","18.0","Yes","SP3",62323,7,,"1","iselby",,,0,"03_0113"
114,"23cf7bb6-4109-4a8d-9ef6-e2b5164f9117","2016-03-23 12:14:00","Shiabu","5.53107421","-0.25542612","41.0","5.0","Yes","0415",415,1,,"2 3","test",,,0,"03_0114"
115,"23357733-f266-477c-9ab5-ca7de19d2765","2016-04-28 10:15:00","Chorkor","5.53029836","-0.24393676","33.0","5.0","Yes","SP10",7120,7,,"2 3","famponsah",,,0,"03_0115"
116,"1a3d5cfd-0ea2-4c8d-80a2-54b4578dcb23","2016-04-26 11:00:00","Chorkor","5.527676829720665","-0.24614859976495443","34.4","4.0","Yes","sp8",329,1,,"3","slaryea",,,0,"03_0116"
117,"02b2ed11-6d5c-4903-b299-0b5e925c4d45","2016-07-18 11:14:00","Kokomlemle","5.57192367","-0.21274144","28.0","7.0","Yes","sp4",12416,1,,"3","ethel",,,0,"03_0117"
118,"0085409a-1761-4839-b1bb-fb63313eda06","2016-07-13 11:02:00","Kokomlemle","5.57892192","-0.20594001","53.0","5.0","Yes","SP5",5141,7,,"1","reginald",,,0,"03_0118"
120,"0b6da7bb-8be7-4554-a8e3-dec5cc1a9a6c","2016-03-24 10:31:00","Shiabu","5.53248599","-0.25731405","43.0","10.0","Yes","0617",617,1,,"3","test",,,0,"03_0120"
121,"0bbe2f86-38c3-4add-86ef-96b027b40624","2016-04-26 10:45:00","Chorkor","5.52790605","-0.24303515","48.0","7.0","Yes","SP5",519,1,,"1","reginald",,,0,"03_0121"
122,"0be9d4ae-5b3d-4fcf-a729-6763744af212","2016-04-27 12:23:00","Chorkor","5.53017804","-0.24185235","44.0","5.0","Yes","SP5",5116,1,,"1","reginald",,,0,"03_0122"
123,"0946f37d-5999-4906-9325-86df4e8c4830","2016-04-27 12:54:00","Chorkor","5.52926618","-0.23934812","52.0","3.0","Yes","SP10",7118,1,,"3","famponsah",,,0,"03_0123"
124,"0d11c548-4fdb-49c5-830f-c5527ff288be","2016-07-13 10:53:00","Kokomlemle","5.57821248","-0.20779423","166.0","5.0","Yes","SP10",7146,7,,"1","famponsah",,,0,"03_0124"
125,"12eb00be-69f3-4ab3-800a-f65ffc186bd1","2016-06-10 11:41:00","Adabraka","5.5620544","-0.20920416","49.0","6.0","Yes","SP5",51210,7,,"1","reginald",,,0,"03_0125"
126,"14503ec8-d601-4ee1-91bc-2d99c33e6602","2016-03-24 11:15:00","Shiabu","5.53306002","-0.25593483","38.0","8.0","Yes","0621",621,7,,"1","test",,,0,"03_0126"
127,"14779975-e127-4a8e-b63d-171240c2f29e","2016-03-21 11:47:00","Shiabu",,,,,"No",,,3,,"5","test",,,0,"03_0127"
128,"15b416dc-ee08-4df0-a62a-62bdef5064d0","2016-06-10 12:06:00","Adabraka","5.564854881506727","-0.2113365968127742","40.44","8.0","Yes","sp8",32217,7,,"2","slaryea",,,0,"03_0128"
129,"16254729-5a85-4b2c-b4a0-157abc5fa14e","2016-07-01 09:09:00","Ringway","5.56811386","-0.18681368","66.0","7.0","Yes","SP1",4133,7,,"1","maggrey",,,0,"03_0129"
130,"16d84335-9a18-4db2-8455-3ad3f022bd4b","2016-07-18 10:30:00","Kokomlemle","5.57167878","-0.21101834","45.0","5.0","Yes","sp4",12411,7,,"2 3","ethel",,,0,"03_0130"
131,"174a59f6-4645-4e60-a73d-dc90895ffb29","2016-07-18 10:38:00","Kokomlemle","5.57158976","-0.21111891","65.0","8.0","Yes","sp4",12412,7,,"1","ethel",,,0,"03_0131"
132,"2d3c55fb-ee9f-4aab-bb71-ce83419cdf62","2016-04-25 12:52:00","Chorkor","5.5258816","-0.24298927","34.0","5.0","Yes","sp7",125,88,"no toilet in the household","5","ethel",,,0,"03_0132"
133,"2fb8ca71-753a-4ba1-bae1-83f5d60cd1af","2016-03-23 11:42:00","Shiabu",,,,,"No",,,7,,"3","test",,,0,"03_0133"
134,"2abe9175-f3bd-45d5-973d-7b070705ef38","2016-06-10 12:27:00","Adabraka","5.563882","-0.20860899","61.0","5.0","Yes","SP3",62221,1,,"3","iselby",,,0,"03_0134"
135,"340c56dd-4297-49d8-87b7-e4921ee6843b","2016-06-10 12:21:00","Adabraka","5.564505856412526","-0.21107862683749787","53.91","6.0","Yes","sp8",32219,7,,"2","slaryea",,,0,"03_0135"
136,"33ef3544-fe76-4a54-8ed3-38427e195908","2016-04-28 11:33:00","Chorkor","5.53195545","-0.24243406","43.0","7.0","Yes","SP5",5123,1,,"1","reginald",,,0,"03_0136"
137,"3486f46d-236f-4e42-949f-6015a56ce2b4","2016-06-10 11:19:00","Adabraka","5.561838312879504","-0.21013456603651937","52.75","12.0","Yes","SP1",41217,4,,"1","maggrey",,,0,"03_0137"
138,"3522c910-43d9-4f64-9a58-7f13629fca16","2016-04-26 10:55:00","Chorkor","5.52805693","-0.24589942","45.0","10.0","Yes","SP4",228,7,,"2 3","betty",,,0,"03_0138"
139,"2d94956f-90da-457e-a3f4-69c77ea7038f","2016-07-21 10:11:00","Kokomlemle","5.57444278","-0.21321398","48.0","5.0","Yes","SP3",62426,7,,"1","iselby",,,0,"03_0139"
140,"35e362fd-4424-4070-91ea-c47be2b9a2b2","2016-03-23 11:08:00","Shiabu","5.53107053","-0.25525546","38.0","9.0","Yes","0311",311,1,,"3","test",,,0,"03_0140"
141,"35e3d751-631c-4105-bd1f-759557777a13","2016-06-17 11:54:00","Adabraka","5.5608926","-0.2154754","0.0","84.0","Yes","sp3",12207,7,,"3","iselby",,,0,"03_0141"
142,"35c33b13-ab9e-44bd-a72d-595a5fc1c2f2","2016-03-21 12:01:00","Shiabu","5.52319422","-0.25551107","27.0","8.0","No",,,1,,"3","test",,,0,"03_0142"
