"number","formid","form.drain_replicate","form.ec_sd","form.ec_st","form.ec_isd","form.ec_ist","form.ec_ied","form.ec_iet","form.dilution_error_1","form.dilution_error_2","form.ec_blank","username","received_on","caseid","case_name","lab_UID"
365,"2247f7a6-446e-44e3-b4b7-ab3cdba967b8","N","2016-07-19","13:30:00.000Z","2016-07-19","15:30:00.000Z","2016-07-20","16:00:00.000Z",,,0,"ayeboah","2016-08-02 07:53:54",,,"03_01_0585"
366,"7ae39c2b-3ee8-4633-8906-c3c27a6a8b76",,"2016-06-17","13:30:00.000Z","2016-06-17","15:00:00.000Z","2016-06-18","12:30:00.000Z",,,0,"ayeboah","2016-06-18 13:55:09",,,"03_07_0305"
367,"70280859-fdd4-4756-8fef-223ea96f1c0b",,"2016-03-31","13:00:00.000Z","2016-03-31","15:00:00.000Z","2016-04-01","15:00:00.000Z",,,0,"sborbor","2016-05-16 14:34:57",,,"03_07_0892"
368,"7030d2a0-17a3-4d64-afe9-f5ef83660cd9","B","2016-07-19","13:30:00.000Z","2016-07-19","15:30:00.000Z","2016-07-20","16:00:00.000Z",,,0,"ayeboah","2016-08-02 07:53:13",,,"03_01_0506"
369,"c46bd182-32c2-485c-8050-acafc1b77380",,"2016-06-22","11:30:00.000Z","2016-06-22","13:00:00.000Z","2016-06-23","14:00:00.000Z",,,0,"laadomako","2016-06-23 14:59:25",,,"03_02_0409"
370,"be9de02d-0802-46e9-a30b-42406d709403","N","2016-05-17","12:00:00.000Z","2016-05-17","14:00:00.000Z","2016-05-18","15:00:00.000Z",,,0,"laadomako","2016-05-19 08:07:12",,,"03_01_0238"
371,"be8b216d-7710-4e25-8ebc-3cec30ee0f62",,"2016-05-10","12:00:00.000Z","2016-05-10","14:00:00.000Z","2016-05-11","15:00:00.000Z",,,0,"laadomako","2016-05-11 15:50:21",,,"03_07_0190"
372,"c06a98ca-5f9f-4941-bb5b-d91b7069d782","B","2016-07-19","13:30:00.000Z","2016-07-19","15:30:00.000Z","2016-07-20","16:00:00.000Z",,,0,"ayeboah","2016-08-02 07:53:30",,,"03_01_0487"
373,"ce5dd14e-637f-4ee0-855f-3ebdbe75c34d",,"2016-07-05","14:30:00.000Z","2016-07-05","15:30:00.000Z","2016-07-06","15:30:00.000Z",,,0,"ayeboah","2016-07-08 14:52:55",,,"03_07_0526"
374,"c8e135c9-fd7b-4a70-80e0-cb7c192b77eb",,"2016-06-10","13:00:00.000Z","2016-06-10","14:30:00.000Z","2016-06-11","14:00:00.000Z",,,0,"ayeboah","2016-06-14 08:15:49",,,"03_08_0269"
375,"bd02d346-7753-4d04-b7cc-dd63355258af",,"2016-03-24","12:00:00.000Z","2016-03-24","14:00:00.000Z","2016-03-25","12:52:00.000Z",,,0,"test","2016-03-30 15:10:11",,,"03_02_0831"
376,"bf187f99-563f-41ee-9f9d-cad94b00e5b9",,"2016-04-26","14:00:00.000Z","2016-04-26","16:00:00.000Z","2016-04-27","15:00:00.000Z",,,0,"sborbor","2016-05-03 12:43:28",,,"03_07_0763"
377,"bf0f29e1-d297-4314-a741-e9e1d096cd90",,"2016-07-21","14:30:00.000Z","2016-07-21","15:30:00.000Z","2016-07-22","14:00:00.000Z",,,0,"ayeboah","2016-08-02 07:57:49",,,"03_07_0612"
379,"bfb8627d-5476-44ca-b3b1-7c0aa668c0a5","N","2016-07-18","16:00:00.000Z","2016-07-18","17:00:00.000Z","2016-07-19","16:00:00.000Z",,,0,"ayeboah","2016-08-02 07:52:20",,,"03_01_0538"
380,"cba9d617-7385-40df-a02f-9825d6586871","N","2016-05-12","13:00:00.000Z","2016-05-12","14:00:00.000Z","2016-05-13","14:00:00.000Z",,,0,"laadomako","2016-05-13 15:28:22",,,"03_01_0214"
381,"8b7e377b-a4ff-49ef-9eca-0803bbc44f77",,"2016-03-31","13:00:00.000Z","2016-03-31","15:00:00.000Z","2016-04-01","15:00:00.000Z",,,0,"sborbor","2016-05-16 14:34:46",,,"03_07_0818"
382,"930ce567-bf58-4699-a897-79f8e3f93eab",,"2016-05-05","12:00:00.000Z","2016-05-05","15:00:00.000Z","2016-05-06","14:00:00.000Z",,,0,"ayeboah","2016-05-06 14:29:03",,,"03_08_0128"
383,"8f8facf2-595d-44d9-8eb0-d464b3dd4b5d","N","2016-07-19","13:30:00.000Z","2016-07-19","15:30:00.000Z","2016-07-20","16:00:00.000Z",,,0,"ayeboah","2016-08-02 07:54:02",,,"03_01_0584"
384,"809d67d0-0d54-4a21-9919-b620796330b7",,"2016-05-09","12:00:00.000Z","2016-05-09","14:00:00.000Z","2016-05-10","14:00:00.000Z",,,0,"ayeboah","2016-05-10 19:34:07",,,"03_04_0158"
385,"8e60dbf7-82ff-46bb-9b64-c37d76769bf7",,"2016-04-27","14:00:00.000Z","2016-04-27","16:00:00.000Z","2016-04-28","16:00:00.000Z",,,0,"sborbor","2016-05-03 12:44:23",,,"03_07_0767"
386,"d65375a2-e0af-4ad3-ba72-cf45e3066c84",,"2016-04-28","12:00:00.000Z","2016-04-28","14:00:00.000Z","2016-04-29","13:00:00.000Z",,,0,"sborbor","2016-05-03 13:42:47",,,"03_07_0790"
387,"dac95ce5-dcf9-476e-9df8-1cc42f8be27a","N","2016-07-19","13:30:00.000Z","2016-07-19","15:30:00.000Z","2016-07-20","17:00:00.000Z",,,0,"ayeboah","2016-08-02 07:53:46",,,"03_01_0508"
388,"d0aac0b6-8682-445c-af49-e32ca5968882",,"2016-03-31","13:00:00.000Z","2016-03-31","15:00:00.000Z","2016-04-01","15:00:00.000Z",,,0,"sborbor","2016-05-17 14:54:49",,,"03_07_0817"
389,"d0d0c96b-42b0-48c4-9770-4a1f576f469b",,"2016-03-23","12:00:00.000Z","2016-03-23","14:00:00.000Z","2016-03-24","14:00:00.000Z",,,0,"test","2016-03-24 16:25:29",,,"03_02_0829"
390,"dda0e686-c9aa-4d1a-8337-b1b4a55d615a",,"2016-05-10","14:00:00.000Z","2016-05-10","14:00:00.000Z","2016-05-11","15:00:00.000Z",,,0,"laadomako","2016-05-11 15:52:33",,,"03_07_0164"
392,"e022e9e0-564f-43c2-997e-500d8a8247bc",,"2016-04-26","14:00:00.000Z","2016-04-26","16:00:00.000Z","2016-04-27","15:00:00.000Z",,,0,"sborbor","2016-05-03 12:42:42",,,"03_07_0761"
393,"08eb8b0c-5e63-45c2-b78a-fd912edd4906",,"2016-03-31","13:00:00.000Z","2016-03-31","15:00:00.000Z","2016-04-01","15:00:00.000Z",,,0,"sborbor","2016-05-17 14:53:36",,,"03_07_0895"
394,"094c2539-79a5-4cc8-80b2-8bcf268de5e4",,"2016-05-11","13:00:00.000Z","2016-05-11","15:00:00.000Z","2016-05-12","15:00:00.000Z",,,0,"laadomako","2016-05-13 14:07:13",,,"03_08_0187"
395,"01cae323-46c7-43cc-9c8a-c1385805cc48",,"2016-04-21","13:00:00.000Z","2016-04-21","15:00:00.000Z","2016-04-22","15:00:00.000Z",,,0,"sborbor","2016-05-03 12:41:08",,,"03_02_0691"
396,"03c97b81-5cad-4478-9df2-be4a330b8c4c",,"2016-05-11","13:00:00.000Z","2016-05-11","15:00:00.000Z","2016-05-12","15:00:00.000Z",,,0,"laadomako","2016-05-13 14:41:56",,,"03_08_0185"
397,"0411be43-bcca-4de1-a7d9-7450131dc7c4",,"2016-03-24","12:00:00.000Z","2016-03-24","14:00:00.000Z","2016-03-25","12:52:00.000Z",,,0,"test","2016-03-30 15:32:37",,,"03_02_0837"
398,"0ed706f9-1c00-4186-a956-264e17925505",,"2016-06-10","13:00:00.000Z","2016-06-10","14:00:00.000Z","2016-06-11","14:00:00.000Z",,,0,"ayeboah","2016-06-14 07:37:57",,,"03_06_0299"
399,"0fe2193c-289c-41b3-a330-6b87da33bbd2","N","2016-06-28","13:00:00.000Z","2016-06-28","15:00:00.000Z","2016-06-29","16:00:00.000Z",,,0,"laadomako","2016-06-30 15:38:30",,,"03_01_0444"
400,"10820fe5-de60-4359-ba0f-b2040562ded2",,"2016-04-27","14:00:00.000Z","2016-04-27","16:00:00.000Z","2016-04-28","16:00:00.000Z",,,0,"sborbor","2016-05-03 12:45:07",,,"03_07_0772"
401,"0d6a2d51-cae0-4838-aef4-f9ab6b0e239c",,"2016-04-26","14:00:00.000Z","2016-04-26","16:00:00.000Z","2016-04-27","15:00:00.000Z",,,0,"sborbor","2016-05-03 12:43:21",,,"03_07_0712"
402,"0e06bf92-5ccd-4d1b-8a8a-5393396c2c2d",,"2016-07-04","14:30:00.000Z","2016-07-04","15:30:00.000Z","2016-07-05","15:30:00.000Z",,,0,"ayeboah","2016-07-08 14:21:20",,,"03_02_0465"
403,"07a7dd0c-b4d4-47d2-81bf-9bb09cd64bdc",,"2016-06-24","13:00:00.000Z","2016-06-24","14:00:00.000Z","2016-06-25","14:00:00.000Z",,,0,"sborbor","2016-06-28 12:15:56",,,"03_03_0416"
404,"06c2c57a-c630-45f8-9f07-31ca6c6460a4",,"2016-07-21","14:30:00.000Z","2016-07-21","15:30:00.000Z","2016-07-22","14:00:00.000Z",,,0,"ayeboah","2016-08-02 07:54:36",,,"03_07_0611"
405,"07f32488-dcdf-4ded-a9f4-6d9deee8ab44",,"2016-03-21","13:45:00.000Z","2016-03-21","16:00:00.000Z","2016-03-22","14:00:00.000Z",,,0,"test","2016-03-22 15:56:54",,,"03_02_0873"
406,"08053e59-0c46-40b6-900a-49cc85749479",,"2016-05-05","12:00:00.000Z","2016-05-05","15:00:00.000Z","2016-05-06","14:00:00.000Z",,,0,"ayeboah","2016-05-06 14:43:45",,,"03_04_0146"
407,"0199156f-8b98-45a5-8de4-93261075e265",,"2016-05-05","12:00:00.000Z","2016-05-05","15:00:00.000Z","2016-05-06","14:00:00.000Z",,,0,"ayeboah","2016-05-06 14:27:46",,,"03_08_0129"
408,"10ea8d7e-e381-4c77-84cb-088a5d21e45b",,"2016-05-04","13:00:00.000Z","2016-05-04","15:00:00.000Z","2016-05-05","15:00:00.000Z",,,0,"ayeboah","2016-05-05 15:28:04",,,"03_03_0798"
409,"11016819-bce0-4739-bdbf-b02ac52ebdb7","A","2016-06-27","12:30:00.000Z","2016-06-27","15:00:00.000Z","2016-06-28","14:00:00.000Z",,,0,"laadomako","2016-06-30 15:27:17",,,"03_01_0471"
411,"16580c15-f84b-426b-9b02-f530d5c47459","N","2016-05-20","12:00:00.000Z","2016-05-20","14:00:00.000Z","2016-05-21","13:00:00.000Z",,,0,"sborbor","2016-05-21 14:15:38",,,"03_01_0284"
412,"14113e09-25c5-452f-b9a6-6d1d796c93ef",,"2016-04-27","14:00:00.000Z","2016-04-27","16:00:00.000Z","2016-04-28","16:00:00.000Z",,,0,"sborbor","2016-05-03 12:44:07",,,"03_07_0727"
414,"20d22322-9deb-4eca-866b-97f37a7c7364",,"2016-04-28","12:00:00.000Z","2016-04-28","14:00:00.000Z","2016-04-29","13:00:00.000Z",,,0,"sborbor","2016-05-03 13:52:53",,,"03_07_0673"
416,"233f9052-90b6-4529-9b15-7647e2d4f5b7",,"2016-06-24","13:00:00.000Z","2016-06-24","14:00:00.000Z","2016-06-25","14:00:00.000Z",,,0,"sborbor","2016-06-28 12:03:38",,,"03_03_0411"
417,"e35e3a50-b41c-4f70-82c5-b68532f25554",,"2016-06-23","14:00:00.000Z","2016-06-23","15:30:00.000Z","2016-06-24","13:00:00.000Z",,,0,"sborbor","2016-06-28 11:53:28",,,"03_08_0410"
418,"e345bb11-7311-43a4-a1a4-2f33ff09145d","N","2016-03-23","12:00:00.000Z","2016-03-23","14:00:00.000Z","2016-03-24","14:00:00.000Z",,,0,"sborbor","2016-05-17 14:29:38",,,"03_01_0820"
419,"e36d0dc8-2155-4868-809b-5bec8d0f88a1",,"2016-06-22","11:30:00.000Z","2016-06-22","13:00:00.000Z","2016-06-23","14:00:00.000Z",,,0,"laadomako","2016-06-23 15:30:34",,,"03_02_0408"
420,"e3cacced-f0ae-4826-9680-ca8af74f71e9",,"2016-06-17","13:30:00.000Z","2016-06-17","15:00:00.000Z","2016-06-18","12:30:00.000Z",,,0,"ayeboah","2016-06-18 13:59:13",,,"03_07_0374"
421,"e2143e8e-bba5-461c-b3cf-c539e02a7ce3","N","2016-06-13","14:30:00.000Z","2016-06-13","17:30:00.000Z","2016-06-14","15:00:00.000Z",,,0,"laadomako","2016-06-15 14:52:14",,,"03_01_0274"
422,"e28106b4-b7e2-4892-9bd4-d0075e7d2613","N","2016-03-23","12:00:00.000Z","2016-03-23","14:00:00.000Z","2016-03-24","14:00:00.000Z",,,0,"sborbor","2016-05-17 13:43:53",,,"03_01_0824"
423,"e148d3b1-be24-4e9e-accf-8446587ea871",,"2016-05-09","12:00:00.000Z","2016-05-09","14:00:00.000Z","2016-05-10","14:00:00.000Z",,,0,"ayeboah","2016-05-10 19:21:42",,,"03_08_0173"
424,"e842b1d0-ac20-4aba-be68-6176f19793ba",,"2016-04-21","13:00:00.000Z","2016-04-21","15:00:00.000Z","2016-04-22","15:00:00.000Z",,,0,"sborbor","2016-05-03 12:41:59",,,"03_02_0689"
425,"d5715ffc-c05e-4390-8097-7e5a4fd1f303",,"2016-06-17","13:30:00.000Z","2016-06-17","15:00:00.000Z","2016-06-18","12:30:00.000Z",,,0,"ayeboah","2016-06-18 14:04:56",,,"03_07_0307"
426,"da2f952c-dec3-4eea-89fd-9e2250ca8a6d",,"2016-06-22","11:30:00.000Z","2016-06-22","13:00:00.000Z","2016-06-23","14:00:00.000Z",,,0,"laadomako","2016-06-23 15:27:18",,,"03_02_0424"
427,"ecfb5e9c-0e7a-45a7-a1fc-a90ddc116a25",,"2016-06-17","13:30:00.000Z","2016-06-17","15:00:00.000Z","2016-06-18","12:30:00.000Z",,,0,"ayeboah","2016-06-18 13:57:24",,,"03_07_0362"
428,"ef5c1e17-b4c2-4d1b-826e-5ca2737f141c",,"2016-05-05","12:00:00.000Z","2016-05-05","15:00:00.000Z","2016-05-06","14:00:00.000Z",,,0,"ayeboah","2016-05-06 14:30:38",,,"03_08_0134"
429,"ed631196-ecfe-42ac-b346-37bab81c3f98","N","2016-05-19","12:00:00.000Z","2016-05-19","14:00:00.000Z","2016-05-20","14:00:00.000Z",,,0,"sborbor","2016-05-21 14:02:24",,,"03_01_0228"
430,"f063d3a8-c458-4b01-bd10-f8150029ddfc",,"2016-05-11","13:00:00.000Z","2016-05-11","15:00:00.000Z","2016-05-12","15:00:00.000Z",,,0,"laadomako","2016-05-20 10:49:11",,,"03_08_0180"
431,"f5723a8a-bf21-4a98-95d5-921ccb74c519",,"2016-03-30","12:00:00.000Z","2016-03-30","15:30:00.000Z","2016-03-31","15:00:00.000Z",,,0,"sborbor","2016-05-17 13:18:15",,,"03_02_0807"
432,"fc391d90-9d90-4fde-8867-e54d79af4292","N","2016-07-18","16:00:00.000Z","2016-07-18","17:00:00.000Z","2016-07-19","16:00:00.000Z",,,0,"ayeboah","2016-08-02 07:52:39",,,"03_01_0555"
434,"f91920eb-04e0-46e2-8004-61a1962a7ce1","N","2016-06-28","13:00:00.000Z","2016-06-28","15:00:00.000Z","2016-06-29","16:00:00.000Z",,,0,"laadomako","2016-06-30 16:02:17",,,"03_01_0445"
435,"fc84f975-8aa5-4f05-bffa-a98cba55b70f","A","2016-05-18","12:30:00.000Z","2016-05-18","14:30:00.000Z","2016-05-19","14:00:00.000Z",,,0,"laadomako","2016-05-20 14:54:32",,,"03_01_0240"
436,"fee7a48e-3f4e-42f2-8294-7b696e52e878",,"2016-03-29","12:30:00.000Z","2016-03-29","15:00:00.000Z","2016-03-30","14:30:00.000Z",,,0,"test","2016-04-01 10:13:35",,,"03_04_0846"
437,"01a48ca2-5fe0-4178-9d47-776528f60d18","N","2016-06-28","13:00:00.000Z","2016-06-28","15:00:00.000Z","2016-06-29","16:00:00.000Z",,,0,"laadomako","2016-06-30 15:52:28",,,"03_01_0479"
438,"0294a663-9b5d-4a8e-9794-6f2f6ab160f7","N","2016-07-19","13:30:00.000Z","2016-07-19","15:30:00.000Z","2016-07-20","16:00:00.000Z",,,0,"ayeboah","2016-08-02 07:54:10",,,"03_01_0587"
439,"02cdca6f-7aba-4a37-9c78-a6b8be1a911f","N","2016-05-20","12:00:00.000Z","2016-05-20","14:00:00.000Z","2016-05-21","13:00:00.000Z",,,0,"sborbor","2016-05-21 14:06:46",,,"03_01_0229"
440,"276166e1-5137-4fba-8bcd-ac1d9c873196",,"2016-05-05","12:00:00.000Z","2016-05-05","15:00:00.000Z","2016-05-06","14:00:00.000Z",,,8,"ayeboah","2016-05-06 14:48:39",,,"03_04_0143"
441,"6b847b9e-9b8e-48fd-ac38-479c20899aae",,"2016-06-23","14:00:00.000Z","2016-06-23","15:30:00.000Z","2016-06-24","13:00:00.000Z",,,0,"sborbor","2016-06-28 08:47:15",,,"03_07_0430"
443,"6ba81900-3e89-410b-8853-949ab8ea5590","A","2016-06-15","13:00:00.000Z","2016-06-15","14:00:00.000Z","2016-06-16","14:00:00.000Z",,,0,"laadomako","2016-06-16 15:44:16",,,"03_01_0328"
444,"6c3d11f5-6ac8-4fc0-9d82-9996069e28d4",,"2016-07-21","14:30:00.000Z","2016-07-21","15:30:00.000Z","2016-07-22","14:00:00.000Z",,,0,"ayeboah","2016-08-02 07:57:43",,,"03_07_0609"
445,"712412c2-c642-4d32-a782-ebcf468d5c08",,"2016-05-09","12:00:00.000Z","2016-05-09","14:00:00.000Z","2016-05-10","14:00:00.000Z",,,0,"ayeboah","2016-05-10 19:26:56",,,"03_04_0154"
446,"714cc177-7842-4c85-8a69-bd997782170a",,"2016-05-05","12:00:00.000Z","2016-05-05","15:00:00.000Z","2016-05-06","14:00:00.000Z",,,0,"ayeboah","2016-05-06 14:45:52",,,"03_04_0141"
447,"6cdef1bd-cee9-4c80-aa86-6d07af336a35",,"2016-05-11","13:00:00.000Z","2016-05-11","15:00:00.000Z","2016-05-12","15:00:00.000Z",,,0,"laadomako","2016-05-13 14:38:04",,,"03_08_0181"
449,"77e9ee4c-c30d-4799-9889-bbee2c490fb1",,"2016-05-10","12:00:00.000Z","2016-05-10","14:00:00.000Z","2016-05-11","15:00:00.000Z",,,0,"laadomako","2016-05-11 16:19:45",,,"03_07_0196"
450,"76c9a360-f687-4284-aa04-1c4674caa0ff",,"2016-05-04","13:00:00.000Z","2016-05-04","15:00:00.000Z","2016-05-05","15:00:00.000Z",,,0,"ayeboah","2016-05-05 15:08:52",,,"03_03_0126"
451,"79651c7f-2105-4e45-9330-8ac6d1ee467a",,"2016-04-28","12:00:00.000Z","2016-04-28","14:00:00.000Z","2016-04-29","13:00:00.000Z",,,0,"sborbor","2016-05-03 14:12:39",,,"03_07_0777"
452,"683ea17c-d28a-48ea-83d3-81fa5fc1ca6b",,"2016-06-16","13:00:00.000Z","2016-06-16","15:00:00.000Z","2016-06-17","15:00:00.000Z",,,0,"ayeboah","2016-06-18 11:53:49",,,"03_06_0336"
453,"6f9c4ff8-8f71-47ec-bc58-e96515a4a8e7",,"2016-06-16","13:00:00.000Z","2016-06-16","15:00:00.000Z","2016-06-17","15:00:00.000Z",,,0,"ayeboah","2016-06-18 12:05:56",,,"03_06_0334"
454,"7f8d70e6-db5b-4a6c-893f-d71f47511f3a",,"2016-06-20","13:30:00.000Z","2016-06-20","15:00:00.000Z","2016-06-21","15:00:00.000Z",,,0,"sborbor","2016-06-22 16:11:00",,,"03_07_0354"
455,"824f86af-377b-4347-b84a-9099eeed5aa0",,"2016-06-07","14:00:00.000Z","2016-06-07","15:00:00.000Z","2016-06-08","15:00:00.000Z",,,0,"ayeboah","2016-06-09 12:33:56",,,"03_03_0293"
456,"82440010-a86a-4e56-8217-a56c529d90f1",,"2016-03-29","12:30:00.000Z","2016-03-29","15:00:00.000Z","2016-03-30","14:30:00.000Z",,,0,"test","2016-04-01 09:51:10",,,"03_04_0883"
457,"83273463-c1c1-48bb-b462-0657941de26a",,"2016-06-20","13:30:00.000Z","2016-06-20","15:00:00.000Z","2016-06-21","15:00:00.000Z",,,0,"sborbor","2016-06-23 12:44:00",,,"03_07_0407"
458,"83c72bf7-a3d5-47cc-a68b-8618fa89aa44",,"2016-04-26","14:00:00.000Z","2016-04-26","16:00:00.000Z","2016-04-27","15:00:00.000Z",,,0,"sborbor","2016-05-03 12:42:24",,,"03_07_0707"
459,"83fac09b-901e-496a-a4e3-f761c68ae73d",,"2016-06-24","13:00:00.000Z","2016-06-24","14:00:00.000Z","2016-06-25","14:00:00.000Z",,,0,"sborbor","2016-06-28 12:09:54",,,"03_03_0412"
460,"7beeff0b-6ae2-471f-b4a7-fe37160925ad",,"2016-06-20","13:30:00.000Z","2016-06-20","15:00:00.000Z","2016-06-21","15:00:00.000Z",,,0,"sborbor","2016-06-22 14:13:46",,,"03_07_0384"
461,"8a2c16cd-dc8c-4180-8281-a0ea5b2cfd55",,"2016-06-17","13:30:00.000Z","2016-06-17","15:00:00.000Z","2016-06-18","12:30:00.000Z",,,0,"ayeboah","2016-06-18 14:10:07",,,"03_07_0373"
463,"8d022552-b9f9-4d40-b92c-a980cf1ca773",,"2016-05-04","13:00:00.000Z","2016-05-04","15:00:00.000Z","2016-05-05","15:00:00.000Z",,,0,"ayeboah","2016-05-05 15:35:38",,,"03_03_0118"
464,"868e75ee-86fc-48d4-80e2-5a37596c2b97","N","2016-06-28","13:00:00.000Z","2016-06-28","15:00:00.000Z","2016-06-29","16:00:00.000Z",,,0,"laadomako","2016-06-30 15:36:08",,,"03_01_0440"
465,"88e72916-4b10-419c-9089-293b9e46a66f","B","2016-05-18","12:30:00.000Z","2016-05-18","14:30:00.000Z","2016-05-19","14:00:00.000Z",,,0,"laadomako","2016-05-20 14:46:05",,,"03_01_0222"
466,"5b7b8840-561b-4b21-929f-de24f42a4ac2",,"2016-05-10","12:00:00.000Z","2016-05-10","14:00:00.000Z","2016-05-11","15:00:00.000Z",,,0,"laadomako","2016-05-11 16:06:16",,,"03_07_0168"
468,"644a76f7-8476-44e8-9673-0268c7b5d4e2","N","2016-07-18","16:00:00.000Z","2016-07-18","17:00:00.000Z","2016-07-19","16:00:00.000Z",,,0,"ayeboah","2016-08-02 07:53:07",,,"03_01_0530"
469,"646276ca-27cd-42f8-9fa0-229354c4df09",,"2016-03-31","13:00:00.000Z","2016-03-31","15:00:00.000Z","2016-04-01","15:00:00.000Z",,,0,"sborbor","2016-05-16 14:34:43",,,"03_07_0784"
470,"60054d4f-bf3c-45dd-8feb-17579f9c7df8","N","2016-05-12","13:00:00.000Z","2016-05-12","14:00:00.000Z","2016-05-13","14:00:00.000Z",,,0,"laadomako","2016-05-13 15:14:08",,,"03_01_0234"
471,"655a860c-8c53-461f-a5de-a2e8557beef3",,"2016-06-20","13:30:00.000Z","2016-06-20","15:00:00.000Z","2016-06-21","15:00:00.000Z",,,0,"sborbor","2016-06-23 12:30:47",,,"03_07_0400"
472,"6627ae5b-35d5-4e86-9f36-5ea1be76e2f1","N","2016-07-18","16:00:00.000Z","2016-07-18","17:00:00.000Z","2016-07-19","16:00:00.000Z",,,0,"ayeboah","2016-08-02 07:52:52",,,"03_01_0535"
473,"5af9c751-00f3-4588-b7a7-65896a10f923",,"2016-07-08","13:30:00.000Z","2016-07-08","15:00:00.000Z","2016-07-09","14:00:00.000Z",,,0,"ayeboah","2016-07-09 16:36:12",,,"03_07_0550"
474,"61c4f2af-d4fc-48bc-902b-10018a338d7c",,"2016-05-05","12:00:00.000Z","2016-05-05","15:00:00.000Z","2016-05-06","14:00:00.000Z",,,0,"ayeboah","2016-05-06 14:40:09",,,"03_04_0147"
475,"6756ee33-2898-4be8-8778-9dac21aa44a3",,"2016-07-04","14:30:00.000Z","2016-07-04","15:30:00.000Z","2016-07-05","15:30:00.000Z",,,0,"ayeboah","2016-07-08 14:25:11",,,"03_02_0510"
476,"8fc94b09-6ab8-48a4-84a0-1ff9afa89cce",,"2016-06-23","14:00:00.000Z","2016-06-23","15:30:00.000Z","2016-06-24","13:00:00.000Z",,,0,"sborbor","2016-06-28 08:42:48",,,"03_07_0435"
477,"a35989e2-cf5c-45fa-b8b2-53f548c81d04",,"2016-06-23","14:00:00.000Z","2016-06-23","15:30:00.000Z","2016-06-24","13:00:00.000Z",,,0,"sborbor","2016-06-28 08:54:06",,,"03_08_0393"
478,"ab214300-a21b-4d90-aabe-f939752ca53d",,"2016-06-07","14:00:00.000Z","2016-06-07","15:00:00.000Z","2016-06-08","15:00:00.000Z",,,0,"ayeboah","2016-06-09 13:52:30",,,"03_03_0261"
479,"abebb0a4-b513-4a0b-950e-6d0b1b3449dc",,"2016-03-24","12:00:00.000Z","2016-03-24","14:00:00.000Z","2016-03-25","12:52:00.000Z",,,0,"test","2016-03-30 15:25:19",,,"03_02_0833"
480,"a21643d7-5fc6-4b11-ab4a-0f009a5e382d",,"2016-05-05","12:00:00.000Z","2016-05-05","15:00:00.000Z","2016-05-06","14:00:00.000Z",,,0,"ayeboah","2016-05-06 14:35:38",,,"03_08_0130"
481,"a1fdc405-7ca3-4258-b0a6-8fbf79f8f901",,"2016-06-20","13:30:00.000Z","2016-06-20","15:00:00.000Z","2016-06-21","15:00:00.000Z",,,0,"sborbor","2016-06-23 12:38:18",,,"03_07_0355"
482,"a011600b-1caa-4ffd-bc77-99f92c3acf67",,"2016-06-20","13:30:00.000Z","2016-06-20","15:00:00.000Z","2016-06-21","15:00:00.000Z",,,0,"sborbor","2016-06-23 12:32:19",,,"03_07_0387"
484,"aeeb1e81-8ebc-44a5-8719-53460d63af48","B","2016-07-19","13:30:00.000Z","2016-07-19","15:30:00.000Z","2016-07-20","16:00:00.000Z",,,0,"ayeboah","2016-08-02 07:53:25",,,"03_01_0505"
485,"af1bb6ad-048c-4977-8d8e-bf3171f43cab",,"2016-06-08","13:00:00.000Z","2016-06-08","15:00:00.000Z","2016-06-09","16:00:00.000Z",,,0,"sborbor","2016-06-10 15:36:59",,,"03_07_0295"
486,"b07bdae9-d289-4836-b2bc-603b92e14fa7",,"2016-07-08","13:30:00.000Z","2016-07-08","15:00:00.000Z","2016-07-09","14:00:00.000Z",,,0,"ayeboah","2016-07-09 16:31:52",,,"03_07_0502"
488,"afd25d7f-2db6-4b04-ada8-b2cb982dd4d8",,"2016-07-20","13:00:00.000Z","2016-07-20","15:00:00.000Z","2016-07-21","15:00:00.000Z",,,0,"sborbor","2016-08-02 08:00:08",,,"03_07_0591"
489,"9ebe886b-d482-44c1-83bd-a6f6ce884a76","N","2016-05-12","13:00:00.000Z","2016-05-12","14:00:00.000Z","2016-05-13","15:00:00.000Z",,,0,"laadomako","2016-05-13 14:57:14",,,"03_01_0233"
490,"a64542dc-dc97-4f64-ae50-c50a199c5e44",,"2016-05-05","12:00:00.000Z","2016-05-05","15:00:00.000Z","2016-05-06","14:00:00.000Z",,,0,"ayeboah","2016-05-06 14:44:47",,,"03_04_0140"
491,"ac92fd41-b34c-427a-aa9e-f034b0cbf272",,"2016-05-03","13:00:00.000Z","2016-05-03","14:00:00.000Z","2016-05-04","14:00:00.000Z",,,0,"sborbor","2016-05-05 10:41:57",,,"03_03_0105"
492,"aa88a3b4-15b8-4b83-b4ea-041693fe751f",,"2016-07-21","14:30:00.000Z","2016-07-21","15:30:00.000Z","2016-07-22","14:00:00.000Z",,,0,"ayeboah","2016-08-02 07:55:00",,,"03_07_0579"
493,"9387982d-2a68-47de-afa9-60172bba650f","N","2016-05-12","13:00:00.000Z","2016-05-12","14:00:00.000Z","2016-05-13","14:00:00.000Z",,,0,"laadomako","2016-05-13 15:19:28",,,"03_01_0231"
494,"9481204f-2d0c-4f63-827d-39193c35db48",,"2016-04-21","13:00:00.000Z","2016-04-21","15:00:00.000Z","2016-04-22","15:00:00.000Z",,,0,"sborbor","2016-05-03 12:41:36",,,"03_02_0682"
