h_id,h_start,h_coordinates,_h_coordinates_latitude,_h_coordinates_longitude,_h_coordinates_altitude,_h_coordinates_precision,h_neighborhood,h_home_type,h_rainweek,h_population,h_c,h_s_a,h_s_a_other,h_s_c,h_s_c_other,h_d_a,h_d_a_other,h_d_c,h_d_c_other,h_f_a,h_f_a_other,h_f_c,h_f_c_other,h_dw_a,h_dw_a_other,h_dw_c,h_dw_c_other,h_dwbore_a,h_dwbore_a_other,h_dwbore_c,h_dwbore_c_other,h_dwwell_a,h_dwwell_a_other,h_dwwell_c,h_dwwell_c_other,h_dw_e_wt,h_dw_e_wt_other,h_bw_a,h_bw_a_other,h_bw_c,h_bw_c_other,h_bw_source,h_bw_source_other,h_bw_source_na,h_p_a,h_p_a_other,h_p_c,h_p_c_other,h_p_e,h_p_e_other,h_sf_a,h_sf_a_other,h_sf_c,h_sf_c_other,h_l_a,h_l_a_other,h_l_c,h_l_c_other,h_pl_a_th,h_pl_a_th_other,h_pl_a_tu,h_pl_a_tu_other,h_pl_a_tw,h_pl_a_tw_other,h_pl_a_tf,h_pl_a_tf_other,h_pl_a_ts,h_pl_a_ts_other,h_pl_a_od/1,h_pl_a_od/2,h_pl_a_od/3,h_pl_a_od/4,h_pl_a_od/5,h_pl_a_od/6,h_pl_a_od/7,h_pl_a_od_other,h_notes,h_enum,meta/instanceID,_uuid,_submission_time,_tags,_notes
3088,2019-10-23T09:04:00.000+02:00,-15.387298333333336 28.242381666666667 1265.7 4.6,-15.387298333333336,28.242381666666667,1265.7,4.6,380,2,0,7,1,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,1,n/a,2,n/a,2,n/a,4,n/a,4,n/a,2,n/a,1,n/a,2,n/a,1,n/a,n/a,3,n/a,3,n/a,1,n/a,4,n/a,5,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Champo chola,uuid:0b671258-3c58-4bf4-bf3f-61fba0013df0,0b671258-3c58-4bf4-bf3f-61fba0013df0,2019-10-23T07:57:14,,
3077,2019-10-23T08:23:00.000+02:00,-15.386285000000003 28.238106666666667 1265.3 4.7,-15.386285000000003,28.238106666666667,1265.3,4.7,380,2,0,7,1,4,n/a,4,n/a,4,n/a,4,n/a,3,n/a,3,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,5,n/a,1,n/a,4,n/a,5,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Mulemwa Mukelabai,uuid:7641be5a-baab-4a41-818b-47979409bb88,7641be5a-baab-4a41-818b-47979409bb88,2019-10-23T07:57:53,,
3078,2019-10-23T08:35:00.000+02:00,-15.386980000000001 28.238178333333334 1255.2 2.9,-15.386980000000001,28.238178333333334,1255.2,2.9,380,2,0,7,1,4,n/a,4,n/a,5,n/a,3,n/a,3,n/a,5,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,2,n/a,3,n/a,1,n/a,2,n/a,2,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,True,False,False,False,False,False,n/a,n/a,Mulemwa Mukelabai,uuid:85fa0c29-d4e3-48c6-bafe-47e4570b8ad2,85fa0c29-d4e3-48c6-bafe-47e4570b8ad2,2019-10-23T07:57:54,,
3081,2019-10-23T09:44:00.000+02:00,-15.384745000000002 28.243038333333335 1258.0 1.9,-15.384745000000002,28.243038333333335,1258.0,1.9,380,2,0,6,1,4,n/a,4,n/a,4,n/a,4,n/a,3,n/a,3,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,3,n/a,4,n/a,1,n/a,3,n/a,4,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Mulemwa Mukelabai,uuid:996c340f-953e-42f2-b1aa-92b505c09826,996c340f-953e-42f2-b1aa-92b505c09826,2019-10-23T07:57:55,,
3083,2019-10-23T08:18:00.000+02:00,-15.385186666666668 28.243069999999996 1252.9 4.8,-15.385186666666668,28.243069999999996,1252.9,4.8,380,2,0,7,1,4,n/a,4,n/a,4,n/a,2,n/a,1,n/a,1,n/a,2,n/a,2,n/a,3,n/a,3,n/a,4,n/a,4,n/a,2,n/a,3,n/a,3,n/a,2,n/a,n/a,4,n/a,4,n/a,1,n/a,2,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,True,False,False,False,False,False,n/a,n/a,Kalumba keron,uuid:6320a5a1-8f7a-4176-976e-6024b7cc4eae,6320a5a1-8f7a-4176-976e-6024b7cc4eae,2019-10-23T08:02:39,,
3084,2019-10-23T08:33:00.000+02:00,-15.38571166666667 28.242675000000002 1271.7 4.6,-15.38571166666667,28.242675000000002,1271.7,4.6,380,2,0,7,1,4,n/a,4,n/a,4,n/a,3,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,3,n/a,3,n/a,1,n/a,n/a,3,n/a,3,n/a,1,n/a,3,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Kalumba keron,uuid:a9a9d7ca-c496-49e9-b9b7-1b3dc4a9daf5,a9a9d7ca-c496-49e9-b9b7-1b3dc4a9daf5,2019-10-23T08:02:41,,
3085,2019-10-23T08:44:00.000+02:00,-15.386365000000001 28.242903333333334 1267.0 3.5,-15.386365000000001,28.242903333333334,1267.0,3.5,380,2,0,7,1,4,n/a,4,n/a,4,n/a,3,n/a,2,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,3,n/a,2,n/a,1,n/a,n/a,4,n/a,3,n/a,1,n/a,3,n/a,2,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,True,False,False,False,False,False,n/a,n/a,Kalumba Keron,uuid:ab756539-b516-464e-9fe7-3708f6b31424,ab756539-b516-464e-9fe7-3708f6b31424,2019-10-23T08:02:42,,
3079,2019-10-23T08:23:00.000+02:00,-15.385578333333335 28.237479999999998 1267.7 2.0,-15.385578333333335,28.237479999999998,1267.7,2.0,380,1,0,6,1,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,4,n/a,3,n/a,1,n/a,1,n/a,1,n/a,1,n/a,2,n/a,2,n/a,3,n/a,False,True,False,False,False,False,False,n/a,n/a,Mwewa kasonde,uuid:9f1836e9-44b1-4fe3-9587-7af053483eba,9f1836e9-44b1-4fe3-9587-7af053483eba,2019-10-23T08:09:23,,
3080,2019-10-23T08:33:00.000+02:00,-15.38500166666667 28.23789 1265.3 2.5,-15.38500166666667,28.23789,1265.3,2.5,380,2,0,6,1,4,n/a,4,n/a,4,n/a,3,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,3,n/a,1,n/a,n/a,3,n/a,2,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Mwewa kasonde,uuid:c62c40e2-2908-44ca-bcbe-8f27f774d53b,c62c40e2-2908-44ca-bcbe-8f27f774d53b,2019-10-23T08:09:24,,
3082,2019-10-23T09:53:00.000+02:00,-15.384051666666668 28.243011666666668 1244.1 4.3,-15.384051666666668,28.243011666666668,1244.1,4.3,380,2,0,5,1,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,3,n/a,1,n/a,n/a,3,n/a,3,n/a,1,n/a,2,n/a,2,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,Do not have a toilet. because it is full,Mwewa kasonde,uuid:ece81aab-d097-4c93-9748-ea9610885d42,ece81aab-d097-4c93-9748-ea9610885d42,2019-10-23T08:09:25,,
3089,2019-10-23T08:49:00.000+02:00,-15.389053333333333 28.244923333333336 1272.0 4.6,-15.389053333333333,28.244923333333336,1272.0,4.6,380,2,0,4,1,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,4,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,2,n/a,2,n/a,1,n/a,3,n/a,4,n/a,1,n/a,2,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Joackim Choko,uuid:65d5fc8e-27e1-48e8-979f-e19984558a4e,65d5fc8e-27e1-48e8-979f-e19984558a4e,2019-10-23T08:24:22,,
3091,2019-10-23T09:18:00.000+02:00,-15.386329999999997 28.244608333333336 1244.2 3.2,-15.386329999999997,28.244608333333336,1244.2,3.2,380,2,0,5,1,4,n/a,4,n/a,4,n/a,5,n/a,1,n/a,1,n/a,2,n/a,2,n/a,3,n/a,3,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,5,n/a,1,n/a,4,n/a,5,n/a,2,n/a,2,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Joackim choko,uuid:d0fd03d1-bab4-43ba-8917-66b00c83d9b7,d0fd03d1-bab4-43ba-8917-66b00c83d9b7,2019-10-23T08:24:22,,
3092,2019-10-23T09:28:00.000+02:00,-15.387045 28.245371666666664 1259.1 4.3,-15.387045,28.245371666666664,1259.1,4.3,380,1,0,8,1,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,3,n/a,3,n/a,2,n/a,2,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,3,n/a,3,n/a,1,n/a,4,n/a,2,n/a,2,n/a,2,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Joackim  choko,uuid:9d7c52db-2307-4a29-a7d0-45e39673ec82,9d7c52db-2307-4a29-a7d0-45e39673ec82,2019-10-23T08:24:23,,
3090,2019-10-23T08:12:00.000+02:00,-15.389065 28.245586666666668 1270.0 1.9,-15.389065,28.245586666666668,1270.0,1.9,380,2,0,5,1,4,n/a,4,n/a,4,n/a,5,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,5,n/a,2,n/a,1,n/a,3,n/a,3,n/a,2,n/a,2,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Annie mumba,uuid:1c351820-ee73-4486-bc2a-95fc3e2b189f,1c351820-ee73-4486-bc2a-95fc3e2b189f,2019-10-23T08:26:31,,
3093,2019-10-23T08:26:00.000+02:00,-15.390561666666667 28.24564833333333 1258.4 4.5,-15.390561666666667,28.24564833333333,1258.4,4.5,380,2,0,6,1,4,n/a,4,n/a,4,n/a,4,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,2,n/a,n/a,4,n/a,4,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,2,n/a,3,n/a,False,True,False,False,False,False,False,n/a,n/a,Annie mumba,uuid:2fc1a468-ca65-473d-8d5d-5fc18f87d108,2fc1a468-ca65-473d-8d5d-5fc18f87d108,2019-10-23T08:26:32,,
3094,2019-10-23T08:36:00.000+02:00,-15.390256666666668 28.244503333333334 1260.8 4.8,-15.390256666666668,28.244503333333334,1260.8,4.8,380,1,0,10,1,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,3,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,2,n/a,1,n/a,3,n/a,False,True,False,False,False,False,False,n/a,n/a,Annie Mumba,uuid:ba58b39b-d363-4b00-9d4b-cb8068e860b6,ba58b39b-d363-4b00-9d4b-cb8068e860b6,2019-10-23T08:26:33,,
3095,2019-10-23T08:14:00.000+02:00,-15.388670000000001 28.245209999999997 1271.7 3.4,-15.388670000000001,28.245209999999997,1271.7,3.4,380,2,0,3,1,4,n/a,4,n/a,4,n/a,5,n/a,4,n/a,5,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,1,n/a,1,n/a,1,n/a,n/a,3,n/a,5,n/a,1,n/a,4,n/a,5,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Jennifer,uuid:ba95038e-4a71-48cd-b0ef-d57eef6c873e,ba95038e-4a71-48cd-b0ef-d57eef6c873e,2019-10-23T08:35:04,,
3096,2019-10-23T08:23:00.000+02:00,-15.388326666666668 28.244698333333336 1267.6 4.3,-15.388326666666668,28.244698333333336,1267.6,4.3,380,2,0,7,1,4,n/a,4,n/a,4,n/a,5,n/a,4,n/a,4,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,1,n/a,1,n/a,1,n/a,n/a,4,n/a,5,n/a,1,n/a,3,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Jennifer,uuid:ee546c05-c2a6-47ca-b747-d48ba1c59e54,ee546c05-c2a6-47ca-b747-d48ba1c59e54,2019-10-23T08:35:04,,
3097,2019-10-23T08:31:00.000+02:00,-15.387615000000002 28.24376333333333 1270.4 4.9,-15.387615000000002,28.24376333333333,1270.4,4.9,380,2,0,5,1,4,n/a,4,n/a,4,n/a,3,n/a,3,n/a,3,n/a,1,n/a,1,n/a,3,n/a,3,n/a,4,n/a,4,n/a,2,n/a,1,n/a,1,n/a,1,n/a,n/a,4,n/a,5,n/a,1,n/a,2,n/a,2,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Jennifer,uuid:e66fae7d-b5c7-4092-9921-01cc13b20ede,e66fae7d-b5c7-4092-9921-01cc13b20ede,2019-10-23T08:35:05,,
3098,2019-10-23T08:17:00.000+02:00,-15.387883333333331 28.245738333333332 1259.1 5.0,-15.387883333333331,28.245738333333332,1259.1,5.0,380,2,0,7,1,4,n/a,4,n/a,4,n/a,5,n/a,2,n/a,2,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,4,n/a,5,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,False,False,False,n/a,n/a,Zacharia,uuid:7598e4b0-6b62-41c7-8815-dd36158a45f5,7598e4b0-6b62-41c7-8815-dd36158a45f5,2019-10-23T17:29:55,,
3099,2019-10-23T08:32:00.000+02:00,-15.387545 28.244988333333335 1262.8 3.9,-15.387545,28.244988333333335,1262.8,3.9,380,2,0,5,1,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,3,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,4,n/a,5,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,False,False,False,n/a,n/a,Zacharia,uuid:e23e8f18-57c5-44ca-87dc-6569027ad90d,e23e8f18-57c5-44ca-87dc-6569027ad90d,2019-10-23T17:29:56,,
3100,2019-10-23T08:48:00.000+02:00,-15.386946666666665 28.244958333333336 1260.8 6.1,-15.386946666666665,28.244958333333336,1260.8,6.1,380,2,0,7,1,4,n/a,4,n/a,4,n/a,4,n/a,3,n/a,2,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,3,n/a,2,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,Household have no toilet.they use the neighbors toilet.,Zacharia,uuid:138a2ca4-aa3e-46f5-a346-8961878b613d,138a2ca4-aa3e-46f5-a346-8961878b613d,2019-10-23T17:29:56,,
