"start_dt","subscriberid","simserial","deviceid","col_neighborhood","col_sample_type","col_id","col_id_val","col_start","col_location","X_col_location_latitude","X_col_location_longitude","X_col_location_altitude","X_col_location_precision","col_weather","col_rainyest","col_turbidity","col_pa_prox","col_pa_type","col_pa_type_other","col_pa_latrine_distance","col_bw_type","col_bw_type_other","col_bw_container","col_bw_container_lid","col_bw_cl_id","col_bw_cl_free","col_bw_cl_total","col_f_latrine_distance","col_p_type","col_p_type_other","col_p_num","col_dw_connection","col_dw_type","col_dw_type_other","col_dw_id","col_dw_cl_free","col_dw_cl_total","col_odw_type","col_odw_type_other","col_odw_container","col_odw_container_lid","col_odw_id","col_odw_cl_free","col_odw_cl_total","col_l_toilet_type","col_l_toilet_type_other","col_l_latrine_type","col_l_toilet_stalls","col_l_toilet_feces","col_l_toilet_users","col_l_toilet_hw","col_s_type","col_s_type_other","col_d_water_level","col_d_water_flow","col_d_size","col_d_lining","col_d_lining_oth","col_d_feces","col_d_animals","col_d_schools","col_d_urban_ag","col_d_public_latrines","col_d_hh_latrines","col_d_shops","col_d_hh","col_d_hh_num","col_sf_type","col_sf_type_other","col_notes","col_enum.1","col_enum.2","col_enum.3","col_enum.4","col_enum.5","col_enum.6","col_enum.7","col_enum.8","col_photo","end_dt","meta.instanceID","X_uuid","X_submission_time"
"2017-04-10T10:32:10.641+06",3.10411e+14,8.90141e+19,3.53118e+14,11,8,1021,1021,"2017-04-10T10:28:00.049+06","23.82394939716035 90.37854249254815 -42.85837248359581 6.0","23.8239494","90.37854249","-42.85837248","6",1,0,"n/a","2","2","n/a","10","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Lot of trash , play kids",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-04-10T14:39:18.289+06","uuid:9daf1e8f-26cf-44b4-8f5f-3fec587fa03e","9daf1e8f-26cf-44b4-8f5f-3fec587fa03e","2017-04-10T08:43:18"
"2017-04-10T11:41:04.389+06",3.10411e+14,8.90141e+19,3.53118e+14,11,1,1022,1022,"2017-04-10T23:30:00.761+06","23.823906511016745 90.37840719355881 -54.183585899484925 6.0","23.82390651","90.37840719","-54.1835859","6",1,0,"89","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","1","2","1","n/a","0","1","0","0","1","1","0","1","4","n/a","n/a","Many people and kids playing nearby",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-04-10T14:38:12.393+06","uuid:68de0abc-2515-4e67-81c9-f67d20e8eded","68de0abc-2515-4e67-81c9-f67d20e8eded","2017-04-10T08:43:27"
"2017-04-10T11:21:35.550+06",3.10411e+14,8.90141e+19,3.53118e+14,11,3,1023,1023,"2017-04-10T11:07:00.968+06","23.824077282326044 90.37837591022813 -45.87247824068577 4.0","23.82407728","90.37837591","-45.87247824","4",1,0,"0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","3","n/a","2","0.05","0.19","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Wasa water comes from flexible pipe",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-04-10T14:41:14.640+06","uuid:31f1d60b-46f7-4f73-8900-b764541fe217","31f1d60b-46f7-4f73-8900-b764541fe217","2017-04-10T08:43:24"
"2017-04-10T10:14:10.139+06",3.10411e+14,8.90141e+19,3.53118e+14,11,7,1024,1024,"2017-04-10T10:10:00.207+06","23.823864349724854 90.37847716334721 -41.62967466396854 4.0","23.82386435","90.37847716","-41.62967466","4",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","9","Flush to leaking septic tank","2","2","2","40","0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Many people use this lattine and trash present",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-04-10T14:40:15.987+06","uuid:dd6186d7-1655-458f-a571-a9632e89b242","dd6186d7-1655-458f-a571-a9632e89b242","2017-04-10T08:43:06"
"2017-04-10T10:10:45.744+06",3.10411e+14,8.90141e+19,3.53118e+14,11,7,1025,1025,"2017-04-10T10:05:00.383+06","23.82344111472557 90.37853527113924 -43.767767866898325 4.0","23.82344111","90.37853527","-43.76776787","4",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","9","Pipe into open drain","2","10","1","50","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Drain line near toilet",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-04-10T14:39:14.021+06","uuid:070e4d79-d8c0-45b5-8ab3-299fddfcbc8e","070e4d79-d8c0-45b5-8ab3-299fddfcbc8e","2017-04-10T08:42:38"
"2017-04-10T10:42:33.574+06",3.10411e+14,8.90141e+19,3.53118e+14,11,9,1026,1026,"2017-04-10T10:43:00.011+06","23.82336952929225 90.37894249141215 -37.857636684875125 4.0","23.82336953","90.37894249","-37.85763668","4",1,0,"0.13","n/a","n/a","n/a","n/a","4","n/a","0","n/a","1","0","0.12","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Open drain in near",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-04-10T14:37:36.449+06","uuid:6e71d145-a4b6-42e4-beb6-9955ec665c89","6e71d145-a4b6-42e4-beb6-9955ec665c89","2017-04-10T08:42:43"
"2017-04-10T11:08:47.987+06",3.10411e+14,8.90141e+19,3.53118e+14,11,3,1027,1027,"2017-04-10T11:09:00.690+06","23.82332081854658 90.37883936248718 -43.09877285521836 4.0","23.82332082","90.37883936","-43.09877286","4",1,0,"0.09","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","3","n/a","1","0.11","0.25","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Drinking water and bathing water in same place but different way",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-04-10T14:39:28.186+06","uuid:9b5c0a36-1b8c-458a-bca4-ca83de275bd1","9b5c0a36-1b8c-458a-bca4-ca83de275bd1","2017-04-10T08:42:56"
"2017-04-10T10:23:54.925+06",3.10411e+14,8.90141e+19,3.53118e+14,11,8,1028,1028,"2017-04-10T10:24:00.066+06","23.823197600053163 90.37875379678542 -36.856789887196875 4.0","23.8231976","90.3787538","-36.85678989","4",1,0,"n/a","2","3","n/a","20","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Near shop, near main road",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-04-10T14:38:16.513+06","uuid:076e46b8-bd1d-4d33-9e30-4f18b7905f6d","076e46b8-bd1d-4d33-9e30-4f18b7905f6d","2017-04-10T08:42:41"
"2017-04-10T11:30:20.227+06",3.10411e+14,8.90141e+19,3.53118e+14,11,1,1029,1029,"2017-04-10T11:30:00.359+06","23.823484984138798 90.37892568467895 -44.2655965896329 4.0","23.82348498","90.37892568","-44.26559659","4",1,0,"342","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","1","1","88","Pipe","1","0","0","0","1","0","0","1","5","n/a","n/a","Bathing and open drain same place",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-04-10T14:38:02.821+06","uuid:77098744-3756-4678-802c-f756bcdd3aa2","77098744-3756-4678-802c-f756bcdd3aa2","2017-04-10T08:43:01"
"2017-04-11T09:21:53.918+06",3.10411e+14,8.90141e+19,3.53118e+14,11,2,1030,1030,"2017-04-11T09:23:00.358+06","23.82049140829635 90.38023312007117 -41.57896337631179 4.0","23.82049141","90.38023312","-41.57896338","4",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Shopkeeper​ hand not clear",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-04-11T14:24:25.169+06","uuid:04f8ca68-e18b-49bf-8df2-31fb3346aa4e","04f8ca68-e18b-49bf-8df2-31fb3346aa4e","2017-04-11T09:38:03"
"2017-04-11T09:36:01.820+06",3.10411e+14,8.90141e+19,3.53118e+14,11,2,1031,1031,"2017-04-11T09:36:00.863+06","23.82045109937771 90.37988993633643 -29.31192907217938 4.0","23.8204511","90.37988994","-29.31192907","4",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","4","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-04-11T09:38:54.367+06","uuid:f7b47098-5798-4d12-8729-822c9eb43312","f7b47098-5798-4d12-8729-822c9eb43312","2017-04-11T09:38:05"
"2017-04-11T09:46:09.015+06",3.10411e+14,8.90141e+19,3.53118e+14,11,2,1032,1032,"2017-04-11T09:46:00.032+06","23.820573183964836 90.3800413389503 -45.70690067197248 6.0","23.82057318","90.38004134","-45.70690067","6",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Many flier flying over the tomato",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-04-11T14:26:14.993+06","uuid:cf9ef3bb-862a-4ae9-9570-6b294d278dea","cf9ef3bb-862a-4ae9-9570-6b294d278dea","2017-04-11T09:38:08"
"2017-04-11T10:00:51.518+06",3.10411e+14,8.90141e+19,3.53118e+14,11,2,1033,1033,"2017-04-11T10:01:00.615+06","23.820766951621856 90.3801785890405 -44.564363910092375 4.0","23.82076695","90.38017859","-44.56436391","4",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Many consumer buying that place.",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-04-11T14:26:55.905+06","uuid:e71732c0-38ff-4c9b-8132-a8729e9beafa","e71732c0-38ff-4c9b-8132-a8729e9beafa","2017-04-11T09:38:10"
"2017-04-11T10:28:15.099+06",3.10411e+14,8.90141e+19,3.53118e+14,11,2,1034,1034,"2017-04-11T10:28:00.110+06","23.823546717998415 90.37835881932838 -46.47604057072517 4.0","23.82354672","90.37835882","-46.47604057","4",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Place are dirty",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-04-11T14:25:39.293+06","uuid:b37d2afd-e62c-4462-9837-539eefb4a23b","b37d2afd-e62c-4462-9837-539eefb4a23b","2017-04-11T09:38:13"
"2017-04-11T10:46:22.642+06",3.10411e+14,8.90141e+19,3.53118e+14,11,10,1035,1035,"2017-04-11T10:46:00.237+06","23.82304423224174 90.37813667760078 -32.66366193347258 4.0","23.82304423","90.37813668","-32.66366193","4",1,0,"0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","1","1","2","0.05","0.11","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Dirty place",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-04-11T14:19:38.094+06","uuid:3b32447a-c012-4407-9675-3c3d281736bb","3b32447a-c012-4407-9675-3c3d281736bb","2017-04-11T09:38:16"
"2017-04-11T11:03:22.852+06",3.10411e+14,8.90141e+19,3.53118e+14,11,10,1036,1036,"2017-04-11T11:03:00.463+06","23.823206063920818 90.37880327687031 -39.69383227664353 4.0","23.82320606","90.37880328","-39.69383228","4",1,0,"0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","1","1","2","0.04","0.11","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","This shop near by the main road. Many trash present",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-04-11T14:23:30.636+06","uuid:8cf065de-f68b-4f1b-b28a-c2bd8170eb58","8cf065de-f68b-4f1b-b28a-c2bd8170eb58","2017-04-11T09:38:18"
"2017-04-11T08:59:58.526+06",3.10411e+14,8.90141e+19,3.53118e+14,11,11,1037,1037,"2017-04-11T09:05:00.333+06","23.82303202670536 90.3779687868378 -51.70858090675388 4.0","23.82303203","90.37796879","-51.70858091","4",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","Belpuri","People and kids are eating this time.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-04-11T14:35:46.007+06","uuid:49fa9059-b665-4204-b9ea-f27110456d02","49fa9059-b665-4204-b9ea-f27110456d02","2017-04-11T09:41:19"
"2017-04-11T09:27:16.253+06",3.10411e+14,8.90141e+19,3.53118e+14,11,11,1038,1038,"2017-04-11T09:22:00.311+06","23.823605850224595 90.37836183529159 -49.62387397778258 6.0","23.82360585","90.37836184","-49.62387398","6",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","n/a","People and kids are eating this.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-04-11T14:37:10.274+06","uuid:d945120c-b5db-4fba-82a8-83a0e23d8b7d","d945120c-b5db-4fba-82a8-83a0e23d8b7d","2017-04-11T09:41:24"
"2017-04-11T10:50:38.708+06",3.10411e+14,8.90141e+19,3.53118e+14,11,11,1039,1039,"2017-04-11T10:50:00.836+06","23.825250032612573 90.37741504413172 -55.19661302926272 4.0","23.82525003","90.37741504","-55.19661303","4",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","n/a","There are many people and kids eat .",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-04-11T14:36:12.969+06","uuid:47d5b0a3-41b3-4466-878e-914c2bc5a882","47d5b0a3-41b3-4466-878e-914c2bc5a882","2017-04-11T09:42:11"
"2017-04-11T09:31:55.853+06",3.10411e+14,8.90141e+19,3.53118e+14,11,10,1040,1040,"2017-04-11T21:33:00.032+06","23.82321979580335 90.37828467136761 -49.73028460626267 12.0","23.8232198","90.37828467","-49.73028461","12",1,0,"0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","1","1","2","0.01","0.06","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","People are drinking water spontaneously.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-04-11T14:20:44.080+06","uuid:59bcda79-0289-43ed-a519-87cde3a6592f","59bcda79-0289-43ed-a519-87cde3a6592f","2017-04-11T09:41:55"
"2017-04-11T09:41:50.485+06",3.10411e+14,8.90141e+19,3.53118e+14,11,3,1041,1041,"2017-04-11T09:43:00.961+06","23.82372494167157 90.37792070231174 -49.01045328407159 4.0","23.82372494","90.3779207","-49.01045328","4",1,0,"0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","3","n/a","2","0.02","0.05","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Water is collected from flexible pipe.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-04-11T14:36:29.703+06","uuid:2929a888-129d-4784-bc69-4dfdf1c3071c","2929a888-129d-4784-bc69-4dfdf1c3071c","2017-04-11T09:41:59"
"2017-04-11T09:56:12.414+06",3.10411e+14,8.90141e+19,3.53118e+14,11,3,1042,1042,"2017-04-11T09:56:00.649+06","23.82367067432444 90.37764250431631 -43.244826260908894 6.0","23.82367067","90.3776425","-43.24482626","6",1,0,"0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","3","n/a","2","0.02","0.07","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Water is collected from flexible pipe and many people use this water.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-04-11T14:36:46.275+06","uuid:17ac22e6-7304-4e38-951c-d6b47f1633fb","17ac22e6-7304-4e38-951c-d6b47f1633fb","2017-04-11T09:42:03"
"2017-04-11T10:03:31.347+06",3.10411e+14,8.90141e+19,3.53118e+14,11,10,1043,1043,"2017-04-11T10:03:00.100+06","23.823905701524264 90.3776490537697 -12.953191741447094 8.0","23.8239057","90.37764905","-12.95319174","8",1,0,"0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","1","1","2","0.04","0.1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Many people are drinking water.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-04-11T14:35:38.845+06","uuid:c6f3fe44-7b3d-4bc9-9953-5f7bbd7426ad","c6f3fe44-7b3d-4bc9-9953-5f7bbd7426ad","2017-04-11T09:42:07"
"2017-04-11T09:32:14.616+06",3.10411e+14,8.90141e+19,3.53118e+14,11,5,1044,1044,"2017-04-11T09:35:00.472+06","23.824603854716816 90.37809568858742 -54.19371551185615 4.0","23.82460385","90.37809569","-54.19371551","4",1,0,"9.55","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Near the household, The children are planning & Trash.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"2017-04-11T14:39:21.145+06","uuid:db716746-cc2a-46d2-be89-dac2a27b74da","db716746-cc2a-46d2-be89-dac2a27b74da","2017-04-11T09:32:59"
"2017-04-11T10:17:21.179+06",3.10411e+14,8.90141e+19,3.53118e+14,11,9,1045,1045,"2017-04-11T10:17:00.597+06","23.823877853556326 90.37779240041189 -48.326029939670185 4.0","23.82387785","90.3777924","-48.32602994","4",1,0,"0.16","n/a","n/a","n/a","n/a","2","n/a","1","0","1","0.07","0.09","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Neat the household & the children are playing.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,"2017-04-11T14:31:39.881+06","uuid:3f88c0eb-2dbb-4418-b457-a4b763dbefd7","3f88c0eb-2dbb-4418-b457-a4b763dbefd7","2017-04-11T09:33:06"
"2017-04-11T10:28:49.744+06",3.10411e+14,8.90141e+19,3.53118e+14,11,9,1046,1046,"2017-04-11T10:29:00.970+06","23.823986935192202 90.37797695885236 -47.67480665146242 4.0","23.82398694","90.37797696","-47.67480665","4",1,0,"0.61","n/a","n/a","n/a","n/a","4","n/a","1","1","1","0.06","0.11","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Near The household & toilet .",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,"2017-04-11T14:38:02.868+06","uuid:c87eed67-ebfe-46bc-b20d-2975c1396529","c87eed67-ebfe-46bc-b20d-2975c1396529","2017-04-11T09:33:10"
"2017-04-11T11:05:15.833+06",3.10411e+14,8.90141e+19,3.53118e+14,11,5,1047,1047,"2017-04-11T11:05:00.894+06","23.824420535543414 90.37938062202954 -39.16685718146128 4.0","23.82442054","90.37938062","-39.16685718","4",1,0,"17.66","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Near the household & the children are playing.",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"2017-04-11T14:38:46.871+06","uuid:4db4f778-1608-4b9f-a229-d0f5d886fa5c","4db4f778-1608-4b9f-a229-d0f5d886fa5c","2017-04-11T09:33:15"
