"start_dt","subscriberid","simserial","deviceid","col_neighborhood","col_sample_type","col_id","col_id_val","col_start","col_location","X_col_location_latitude","X_col_location_longitude","X_col_location_altitude","X_col_location_precision","col_weather","col_rainyest","col_turbidity","col_pa_prox","col_pa_type","col_pa_type_other","col_pa_latrine_distance","col_bw_type","col_bw_type_other","col_bw_container","col_bw_container_lid","col_bw_cl_id","col_bw_cl_free","col_bw_cl_total","col_f_latrine_distance","col_p_type","col_p_type_other","col_p_num","col_dw_connection","col_dw_type","col_dw_type_other","col_dw_id","col_dw_cl_free","col_dw_cl_total","col_odw_type","col_odw_type_other","col_odw_container","col_odw_container_lid","col_odw_id","col_odw_cl_free","col_odw_cl_total","col_l_toilet_type","col_l_toilet_type_other","col_l_latrine_type","col_l_toilet_stalls","col_l_toilet_feces","col_l_toilet_users","col_l_toilet_hw","col_s_type","col_s_type_other","col_d_water_level","col_d_water_flow","col_d_size","col_d_lining","col_d_lining_oth","col_d_feces","col_d_animals","col_d_schools","col_d_urban_ag","col_d_public_latrines","col_d_hh_latrines","col_d_shops","col_d_hh","col_d_hh_num","col_sf_type","col_sf_type_other","col_notes","col_enum.1","col_enum.2","col_enum.3","col_enum.4","col_enum.5","col_enum.6","col_enum.7","col_enum.8","col_photo","end_dt","meta.instanceID","X_uuid","X_submission_time"
"2017-06-10T11:22:37.810+06",3.10411e+14,8.90141e+19,3.53118e+14,33,2,1858,1858,"2017-06-10T11:20:00.507+06","23.772344505511384 90.34704151160183 -40.07798175779118 6.0","23.77234451","90.34704151","-40.07798176","6",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Sunibir housing",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-06-10T13:55:43.071+06","uuid:cc65127e-0556-42a8-81c7-dc59de185f1f","cc65127e-0556-42a8-81c7-dc59de185f1f","2017-06-10T08:03:55"
"2017-06-10T11:32:47.965+06",3.10411e+14,8.90141e+19,3.53118e+14,33,2,1859,1859,"2017-06-10T11:35:00.876+06","23.772754712258777 90.34835397583993 -14.053767282352677 6.0","23.77275471","90.34835398","-14.05376728","6",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","16 no kacha Bazaar",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-06-10T13:56:09.332+06","uuid:ddfc33ad-4779-496d-b486-cfa1008b1388","ddfc33ad-4779-496d-b486-cfa1008b1388","2017-06-10T08:03:56"
"2017-06-10T11:39:08.031+06",3.10411e+14,8.90141e+19,3.53118e+14,33,2,1860,1860,"2017-06-10T11:40:00.918+06","23.77310770440931 90.34899124042903 -43.12045423084177 6.0","23.7731077","90.34899124","-43.12045423","6",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Comfort housing",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-06-10T13:56:30.880+06","uuid:3b5100c1-2436-4ce0-af63-de522d99e5ab","3b5100c1-2436-4ce0-af63-de522d99e5ab","2017-06-10T08:03:58"
"2017-06-11T09:22:54.727+06",3.10411e+14,8.90141e+19,3.53118e+14,66,8,1861,1861,"2017-06-11T09:19:00.898+06","23.730902991405376 90.42569351461894 -72.25362756448455 6.0","23.73090299","90.42569351","-72.25362756","6",1,0,"n/a","2","3","n/a","15","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Sami moist",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"2017-06-11T15:07:41.551+06","uuid:ea39420a-6b96-493d-aa23-f6ce7d00faa3","ea39420a-6b96-493d-aa23-f6ce7d00faa3","2017-06-11T09:14:12"
"2017-06-11T09:39:38.599+06",3.10411e+14,8.90141e+19,3.53118e+14,66,8,1862,1862,"2017-06-11T09:39:00.743+06","23.730297305811167 90.42579336025014 -52.32698032449216 6.0","23.73029731","90.42579336","-52.32698032","6",1,0,"n/a","2","3","n/a","20","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Sami moist",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"2017-06-11T15:09:17.620+06","uuid:e07aadbb-04ea-4ba2-9fcb-3268e997f2a0","e07aadbb-04ea-4ba2-9fcb-3268e997f2a0","2017-06-11T09:15:00"
"2017-06-11T10:12:38.318+06",3.10411e+14,8.90141e+19,3.53118e+14,66,5,1863,1863,"2017-06-11T10:17:00.994+06","23.722865061797318 90.43188691746225 -39.59822455029841 6.0","23.72286506","90.43188692","-39.59822455","6",1,0,"51","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Manik nagor big pond",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"2017-06-11T15:10:09.748+06","uuid:c6615d02-f35e-4797-98be-d657959b2232","c6615d02-f35e-4797-98be-d657959b2232","2017-06-11T09:15:05"
"2017-06-11T10:26:26.292+06",3.10411e+14,8.90141e+19,3.53118e+14,66,5,1864,1864,"2017-06-11T10:25:00.291+06","23.722576669105607 90.43178001131508 -36.84343031215385 6.0","23.72257667","90.43178001","-36.84343031","6",1,0,"35.85","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Manik nagor big pond",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"2017-06-11T15:10:27.741+06","uuid:5f2e1a71-fd94-4713-818c-e9963a27c381","5f2e1a71-fd94-4713-818c-e9963a27c381","2017-06-11T09:15:07"
"2017-06-11T10:33:51.376+06",3.10411e+14,8.90141e+19,3.53118e+14,66,5,1865,1865,"2017-06-11T10:35:00.129+06","23.722500363526407 90.4321101515947 -34.3886911274717 6.0","23.72250036","90.43211015","-34.38869113","6",1,0,"47.06","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Manik nagor big pond",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"2017-06-11T15:11:12.493+06","uuid:1cb99002-5527-4cb9-bc80-5984ee7bac15","1cb99002-5527-4cb9-bc80-5984ee7bac15","2017-06-11T09:15:09"
"2017-06-11T11:52:36.681+06",3.10411e+14,8.90141e+19,3.53118e+14,66,2,1866,1866,"2017-06-11T11:53:00.312+06","23.72204887731965 90.42731710022998 -78.95061315205544 6.0","23.72204888","90.4273171","-78.95061315","6",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No comments",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"2017-06-11T15:07:59.465+06","uuid:0edcfa15-d5fe-4d78-a850-fad942ddfc11","0edcfa15-d5fe-4d78-a850-fad942ddfc11","2017-06-11T09:15:14"
"2017-06-11T12:10:26.730+06",3.10411e+14,8.90141e+19,3.53118e+14,66,2,1867,1867,"2017-06-11T12:02:00.582+06","23.72174131580629 90.42726464752249 -27.538023433727435 6.0","23.72174132","90.42726465","-27.53802343","6",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No comments",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"2017-06-11T15:08:40.113+06","uuid:da53ed2a-e3ed-4d91-8338-7e518df1b597","da53ed2a-e3ed-4d91-8338-7e518df1b597","2017-06-11T09:15:28"
"2017-06-11T12:16:30.344+06",3.10411e+14,8.90141e+19,3.53118e+14,66,2,1868,1868,"2017-06-11T12:18:00.938+06","23.721384189706967 90.42723447345213 -87.81530592298587 6.0","23.72138419","90.42723447","-87.81530592","6",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No comments",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"2017-06-11T15:08:57.543+06","uuid:436debb8-c31f-42f3-83c4-c8cebc6fa9df","436debb8-c31f-42f3-83c4-c8cebc6fa9df","2017-06-11T09:16:09"
"2017-06-11T09:22:36.771+06",3.10411e+14,8.90141e+19,3.53118e+14,66,10,1869,1869,"2017-06-11T09:25:00.997+06","23.731801594987186 90.42576054680433 -26.182960078998534 6.0","23.73180159","90.42576055","-26.18296008","6",1,1,"0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","1","1","2","0.02","0.08","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Trash present",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-06-11T15:12:59.625+06","uuid:a30674b6-1b1f-44b0-bd71-4b5db46f8fad","a30674b6-1b1f-44b0-bd71-4b5db46f8fad","2017-06-11T09:20:58"
"2017-06-11T09:54:18.276+06",3.10411e+14,8.90141e+19,3.53118e+14,66,10,1870,1870,"2017-06-11T09:56:00.999+06","23.731523098235225 90.4252715191968 -40.63944925297093 4.0","23.7315231","90.42527152","-40.63944925","4",2,1,"0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","1","1","2","0.02","0.07","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Near by S Alam bus stand",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-06-11T15:15:50.046+06","uuid:61b6dd21-b48d-445d-bc96-5a277f3f4829","61b6dd21-b48d-445d-bc96-5a277f3f4829","2017-06-11T09:25:22"
"2017-06-11T10:33:17.706+06",3.10411e+14,8.90141e+19,3.53118e+14,66,10,1871,1871,"2017-06-11T10:36:00.423+06","23.725060102910604 90.42641814031767 -40.6241166809621 4.0","23.7250601","90.42641814","-40.62411668","4",1,1,"0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","1","1","2","0.03","0.09","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","BK 2 Railway BRAC",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-06-11T15:17:29.205+06","uuid:865bf8c8-94fd-487f-8878-d56c6426480d","865bf8c8-94fd-487f-8878-d56c6426480d","2017-06-11T09:26:11"
"2017-06-11T09:41:34.845+06",3.10411e+14,8.90141e+19,3.53118e+14,66,1,1872,1872,"2017-06-11T09:39:00.900+06","23.730962246618866 90.42561003024002 -31.028775069854397 4.0","23.73096225","90.42561003","-31.02877507","4",1,1,"25.66","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","2","1","1","n/a","0","0","0","0","0","0","0","0","n/a","n/a","n/a","Trash present in the drain",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-06-11T15:11:48.776+06","uuid:0fa73cc1-0e18-4b93-8cff-1391b4bf0eca","0fa73cc1-0e18-4b93-8cff-1391b4bf0eca","2017-06-11T09:22:09"
"2017-06-11T10:48:45.650+06",3.10411e+14,8.90141e+19,3.53118e+14,66,1,1873,1873,"2017-06-11T10:51:00.307+06","23.72438122734493 90.42782893136985 -47.60506957985728 4.0","23.72438123","90.42782893","-47.60506958","4",1,1,"116","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","1","2","1","n/a","1","0","0","0","0","1","0","1","4","n/a","n/a","No comment",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-06-11T15:12:24.458+06","uuid:67c1c76e-2400-4f28-b104-8b041820f167","67c1c76e-2400-4f28-b104-8b041820f167","2017-06-11T09:27:08"
"2017-06-11T11:45:50.041+06",3.10411e+14,8.90141e+19,3.53118e+14,66,11,1874,1874,"2017-06-11T11:42:00.753+06","23.7234571991441 90.42718040818275 -36.41557698526687 4.0","23.7234572","90.42718041","-36.41557699","4",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","n/a","No comments",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"2017-06-11T15:09:35.911+06","uuid:dab1837a-b1fe-453d-8c1a-58959e60e7bf","dab1837a-b1fe-453d-8c1a-58959e60e7bf","2017-06-11T09:15:11"
"2017-06-11T11:45:27.932+06",3.10411e+14,8.90141e+19,3.53118e+14,66,11,1875,1875,"2017-06-11T11:48:00.992+06","23.72399622048228 90.42710809306169 -41.411766605160174 4.0","23.72399622","90.42710809","-41.41176661","4",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","n/a","No comment",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,"2017-06-11T15:19:16.655+06","uuid:7e019bf8-5725-48d6-b4b4-8da3b621eb53","7e019bf8-5725-48d6-b4b4-8da3b621eb53","2017-06-11T09:28:16"
"2017-06-11T09:20:14.512+06",3.10411e+14,8.90141e+19,3.53118e+14,66,7,1876,1876,"2017-06-11T09:18:00.695+06","23.731639347469642 90.42622025893183 -45.017520370049695 6.0","23.73163935","90.42622026","-45.01752037","6",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","2","1","0","200","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Kamlapur railway station",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,"2017-06-11T14:15:33.962+06","uuid:3222490b-2a48-4a6c-8df1-441c16089ca6","3222490b-2a48-4a6c-8df1-441c16089ca6","2017-06-11T08:19:38"
"2017-06-11T09:34:10.824+06",3.10411e+14,8.90141e+19,3.53118e+14,66,7,1877,1877,"2017-06-11T09:30:00.292+06","23.731686568795965 90.4267177247453 -36.68143598956661 6.0","23.73168657","90.42671772","-36.68143599","6",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","2","7","1","300","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Kamlapur railway station",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,"2017-06-11T14:16:03.447+06","uuid:5682d141-772c-4f24-a0c5-81c0fa71c1ad","5682d141-772c-4f24-a0c5-81c0fa71c1ad","2017-06-11T08:21:04"
"2017-06-11T09:52:56.935+06",3.10411e+14,8.90141e+19,3.53118e+14,66,7,1878,1878,"2017-06-11T09:55:00.640+06","23.73101821336385 90.42573020521999 -42.53147242440146 6.0","23.73101821","90.42573021","-42.53147242","6",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","2","2","0","50","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Kamlapur railway station mosque",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,"2017-06-11T14:16:31.673+06","uuid:706b914b-ecdf-4801-a46a-f82a3f342af8","706b914b-ecdf-4801-a46a-f82a3f342af8","2017-06-11T08:23:01"
"2017-06-11T11:29:30.794+06",3.10411e+14,8.90141e+19,3.53118e+14,66,3,1879,1879,"2017-06-11T11:30:00.034+06","23.72641249225875 90.42528524844754 -63.23848048662234 6.0","23.72641249","90.42528525","-63.23848049","6",1,0,"4.31","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","6","WASA WATER with tap","1","0.04","0.1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Kanakchapa building",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,"2017-06-11T14:16:56.938+06","uuid:7b766389-2a5a-4c5c-b657-8b703911ad0b","7b766389-2a5a-4c5c-b657-8b703911ad0b","2017-06-11T08:27:51"
"2017-06-11T11:39:59.005+06",3.10411e+14,8.90141e+19,3.53118e+14,66,3,1880,1880,"2017-06-11T11:40:00.564+06","23.72833659730279 90.42549213382692 -43.58280387570878 6.0","23.7283366","90.42549213","-43.58280388","6",3,0,"0.34","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","6","WASA WATER with tap","1","0.02","0.04","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","A.I. kargo",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,"2017-06-11T14:18:08.788+06","uuid:ee8745bb-1170-4534-858e-6e22f7104c1f","ee8745bb-1170-4534-858e-6e22f7104c1f","2017-06-11T08:28:00"
"2017-06-11T11:52:08.280+06",3.10411e+14,8.90141e+19,3.53118e+14,66,3,1881,1881,"2017-06-11T11:55:00.476+06","23.731668703720402 90.4252349976712 -42.399396557378395 6.0","23.7316687","90.425235","-42.39939656","6",1,0,"0.32","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","6","WASA WATER with tap","1","0.04","0.08","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Basumoty hotel",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,"2017-06-11T14:18:34.369+06","uuid:4427a6c4-db3f-4a06-9a28-4c989f180608","4427a6c4-db3f-4a06-9a28-4c989f180608","2017-06-11T08:28:49"
"2017-06-11T09:41:04.513+06",3.10411e+14,8.90141e+19,3.53118e+14,66,9,1882,1882,"2017-06-11T09:40:00.721+06","23.731736177502015 90.42653489810726 -54.766428793321936 6.0","23.73173618","90.4265349","-54.76642879","6",1,0,"0.47","n/a","n/a","n/a","n/a","5","Submarcible pump with tap","1","0","1","0.02","0.05","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Kamlapur railway station",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,"2017-06-11T14:05:53.136+06","uuid:98267bb4-151f-4c1e-8d26-9a2608c612c9","98267bb4-151f-4c1e-8d26-9a2608c612c9","2017-06-11T08:22:04"
"2017-06-11T10:11:44.892+06",3.10411e+14,8.90141e+19,3.53118e+14,66,9,1883,1883,"2017-06-11T10:12:00.868+06","23.730837029196728 90.42689109903445 -31.55236552823557 6.0","23.73083703","90.4268911","-31.55236553","6",1,0,"0","n/a","n/a","n/a","n/a","5","Submarcible pump with tap","0","n/a","1","0.03","0.1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Kamlapur railway station",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,"2017-06-11T14:06:45.775+06","uuid:4dfe5272-63c4-43ea-9628-8e399a17175c","4dfe5272-63c4-43ea-9628-8e399a17175c","2017-06-11T08:24:37"
"2017-06-11T11:09:12.400+06",3.10411e+14,8.90141e+19,3.53118e+14,66,9,1884,1884,"2017-06-11T11:08:00.149+06","23.725268058957536 90.42756379251273 -46.514204206286784 6.0","23.72526806","90.42756379","-46.51420421","6",1,0,"0","n/a","n/a","n/a","n/a","5","Submarcible pump with tap","0","n/a","1","0.03","0.06","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Baitus sujud jame mosque",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,"2017-06-11T14:06:23.316+06","uuid:7ad3df5a-7dc8-4338-ab98-afd5bfa4af91","7ad3df5a-7dc8-4338-ab98-afd5bfa4af91","2017-06-11T08:27:00"
"2017-06-11T12:08:47.883+06",3.10411e+14,8.90141e+19,3.53118e+14,66,11,1885,1885,"2017-06-11T12:07:00.534+06","23.721745941838364 90.42719086381038 -47.78869282187228 6.0","23.72174594","90.42719086","-47.78869282","6",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","No comments",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"2017-06-11T15:09:52.508+06","uuid:d48284c1-d3a8-4841-b540-6f612c79918b","d48284c1-d3a8-4841-b540-6f612c79918b","2017-06-11T09:15:18"
